RS,celltype
0.72703284,Dendritic cell
0.523183,Macrophage
0.8283138,Dendritic cell
0.6507165,Macrophage
0.6656409,Macrophage
0.89955497,Dendritic cell
1.1561317,pDC
0.60533845,Macrophage
0.7325907,Macrophage
0.50646615,Macrophage
0.9698387,Dendritic cell
0.6109404,Macrophage
0.5964912,Macrophage
0.5436872,Dendritic cell
0.59181446,Macrophage
0.6406888,Dendritic cell
0.84541273,Macrophage
0.64985317,Macrophage
0.8628958,Macrophage
0.76951385,Dendritic cell
0.890068,Dendritic cell
0.63755447,Macrophage
0.5518579,Dendritic cell
0.5254762,Macrophage
0.46056086,Macrophage
0.5202759,Macrophage
0.60217756,Macrophage
0.97570336,Dendritic cell
0.7603302,Macrophage
0.715558,Dendritic cell
0.789281,Macrophage
0.43077862,Macrophage
0.9445898,Dendritic cell
0.90717596,Dendritic cell
0.6070336,Macrophage
0.6690528,Macrophage
0.98484254,Dendritic cell
0.5966274,Macrophage
0.63629824,Macrophage
0.81510127,Dendritic cell
0.8135128,Macrophage
0.6114131,Dendritic cell
0.60578007,Dendritic cell
0.53103423,Macrophage
0.7289299,Macrophage
0.88760513,Dendritic cell
0.8263584,Dendritic cell
1.1741,Macrophage
0.4166881,Macrophage
0.5262984,Macrophage
0.5686328,Macrophage
1.8864682,Dendritic cell
0.64348435,Macrophage
0.7186051,Dendritic cell
0.58085907,Macrophage
0.48902845,Macrophage
1.0723673,Dendritic cell
0.83383447,Dendritic cell
0.8544514,Dendritic cell
0.7852048,Dendritic cell
0.6019241,Dendritic cell
0.6228519,Dendritic cell
0.7134327,Macrophage
0.54179525,Macrophage
1.2814707,Dendritic cell
0.77186537,Macrophage
0.5879868,Dendritic cell
0.42964873,Macrophage
0.4963418,Macrophage
0.7914191,Macrophage
0.6483247,Macrophage
0.8340856,Dendritic cell
0.64275604,Macrophage
0.8876553,Dendritic cell
0.79965097,Macrophage
0.6848348,Macrophage
0.5351307,Dendritic cell
0.40096813,Macrophage
1.3511893,Dendritic cell
0.7855284,Macrophage
0.56054866,Dendritic cell
0.581106,Dendritic cell
0.42437857,Macrophage
0.6396176,Macrophage
0.8150202,Macrophage
1.0347062,Dendritic cell
0.9140567,Dendritic cell
1.092955,T cell
0.8967807,Dendritic cell
0.9209874,Macrophage
0.8761132,Dendritic cell
0.6853084,Dendritic cell
1.0454829,Dendritic cell
0.84284663,Dendritic cell
0.46617246,Macrophage
0.87454957,Dendritic cell
0.55921966,Macrophage
0.40301746,Macrophage
0.79725516,Macrophage
0.79919857,Dendritic cell
0.8479983,Macrophage
0.5894191,Macrophage
0.9556265,Dendritic cell
0.92526275,Dendritic cell
0.6752671,Macrophage
0.7842289,Macrophage
0.574771,Macrophage
0.7217445,Macrophage
0.6669033,Macrophage
0.5012296,Macrophage
0.65494704,Macrophage
1.0058657,Dendritic cell
0.50336283,Macrophage
0.77600724,Dendritic cell
0.56907374,Macrophage
0.4778774,Macrophage
0.7942811,Dendritic cell
0.54641724,Macrophage
0.78878784,Macrophage
0.422805,Macrophage
0.45536065,Macrophage
0.6133006,Dendritic cell
0.793082,Macrophage
1.0811272,Macrophage
0.46219593,Macrophage
1.6160971,Dendritic cell
0.77278835,Macrophage
0.67005867,Macrophage
0.8205614,Dendritic cell
0.6112477,Macrophage
0.5162459,Macrophage
0.8235882,Macrophage
0.45057735,Macrophage
0.70840895,Macrophage
0.6882947,Macrophage
0.430487,Macrophage
0.8008627,T cell
0.5483977,Dendritic cell
0.69995546,Dendritic cell
0.84223956,Dendritic cell
1.0346793,Macrophage
1.1920681,T cell
0.5795806,Macrophage
0.70832646,Macrophage
2.013779,pDC
0.84160507,Dendritic cell
0.60543275,Macrophage
0.46219772,Macrophage
0.85714567,Dendritic cell
0.4940419,Macrophage
0.63324386,Macrophage
0.6618275,Macrophage
0.5156321,Macrophage
0.47280633,Macrophage
0.78119534,Macrophage
0.6053051,Macrophage
0.7457762,Dendritic cell
0.75743186,Dendritic cell
1.0900016,Macrophage
0.46224904,Macrophage
0.58409977,Macrophage
0.8991944,Dendritic cell
0.7722446,Dendritic cell
0.5062284,Macrophage
0.540346,Macrophage
0.55267,Macrophage
1.1513009,Dendritic cell
0.6542305,Macrophage
1.1357027,T cell
0.65433335,Macrophage
0.8118796,Macrophage
0.6756562,Macrophage
0.39641723,Macrophage
0.9211479,Dendritic cell
0.55591345,Macrophage
0.7502587,Dendritic cell
0.67760706,Macrophage
0.5410322,Macrophage
1.8465797,NK cell
0.5632471,Dendritic cell
0.9618507,Dendritic cell
0.62755424,Macrophage
0.50096434,Macrophage
0.7772389,Dendritic cell
0.69743466,Macrophage
0.63594186,Macrophage
0.50125617,Macrophage
0.7911956,Dendritic cell
0.5461612,Macrophage
0.8622763,Dendritic cell
0.6560253,Macrophage
0.75112444,Macrophage
0.8183522,Dendritic cell
0.9669637,Dendritic cell
0.37166113,Macrophage
0.5603922,Macrophage
0.42464653,Macrophage
0.686524,Macrophage
0.8469442,Macrophage
0.491061,Macrophage
0.59441745,Macrophage
1.1421932,Macrophage
0.5396598,Macrophage
0.7972186,Macrophage
0.6686633,Macrophage
0.75191957,Macrophage
0.80401033,Dendritic cell
0.7389849,Macrophage
0.74793386,Macrophage
0.64092654,Macrophage
0.99160796,Macrophage
0.64499676,Macrophage
0.5136201,Macrophage
0.40644592,Macrophage
0.7398912,Macrophage
0.7219,Macrophage
0.79326665,Macrophage
0.87370396,Dendritic cell
0.50115603,Macrophage
0.44606376,Macrophage
0.8109418,Macrophage
0.5202853,Macrophage
0.92746043,Dendritic cell
0.76097405,Macrophage
0.38801095,Macrophage
0.78751326,Macrophage
0.6642524,Macrophage
0.54886776,Macrophage
1.1148698,T cell
0.8134983,Dendritic cell
0.5736666,Macrophage
0.58859503,Macrophage
0.64113116,Macrophage
1.1369944,Macrophage
0.9068205,Macrophage
0.81009483,Dendritic cell
0.48065305,Macrophage
0.47752953,Macrophage
0.7145075,Dendritic cell
0.55899626,Macrophage
0.6478698,Macrophage
0.72304696,Macrophage
1.094315,Dendritic cell
0.6206382,Dendritic cell
0.614729,Dendritic cell
0.8704346,Dendritic cell
0.810995,Macrophage
0.5082535,Macrophage
0.4959785,Macrophage
0.5862159,Macrophage
0.6757777,Macrophage
0.6629579,Macrophage
0.6304716,Macrophage
0.49726334,Macrophage
0.5562644,Dendritic cell
0.5688312,Macrophage
0.46102482,Macrophage
0.8299241,Dendritic cell
0.62352765,Dendritic cell
0.7486627,Macrophage
0.5465189,Macrophage
0.8395253,Macrophage
0.8769762,Dendritic cell
1.6226898,Dendritic cell
0.57144946,Macrophage
0.7564296,Dendritic cell
0.53704876,Macrophage
0.71577,Macrophage
0.5176249,Macrophage
0.47036225,Macrophage
0.8668451,Macrophage
0.9127971,pDC
0.72569394,Macrophage
0.58903295,Macrophage
0.97083706,Macrophage
0.7831024,Macrophage
0.73096305,Macrophage
1.5954797,Dendritic cell
0.53555405,Macrophage
0.9035349,Dendritic cell
0.55908984,Macrophage
0.6173912,Dendritic cell
0.7609088,Dendritic cell
0.7449533,Macrophage
0.615629,Macrophage
0.8001807,Dendritic cell
2.0913749,pDC
0.54721594,Macrophage
0.82636005,Macrophage
0.50625783,Macrophage
0.47624734,Macrophage
0.5760854,Macrophage
0.90335625,Dendritic cell
0.6803562,Macrophage
0.80702245,Dendritic cell
0.47787648,Macrophage
0.8143848,Macrophage
0.49919343,Macrophage
0.36582744,Macrophage
0.8359105,Dendritic cell
0.75406516,Dendritic cell
0.8945278,Dendritic cell
0.9849793,Macrophage
0.6680769,Macrophage
0.64020795,Macrophage
0.6427934,Macrophage
0.5661732,Macrophage
0.40869692,Macrophage
0.87080914,Dendritic cell
0.43038088,Macrophage
0.5724145,Dendritic cell
0.79491585,Dendritic cell
0.92860067,Dendritic cell
0.49682266,Macrophage
0.8526985,Macrophage
0.62827444,Macrophage
0.86339587,Dendritic cell
0.84338963,Dendritic cell
0.6405654,Dendritic cell
0.7814073,Dendritic cell
0.7381321,Macrophage
0.50652283,Macrophage
0.5805214,Macrophage
0.79825026,Macrophage
0.61110353,Macrophage
0.5038226,Macrophage
0.995489,Dendritic cell
0.8174578,Dendritic cell
0.56807,Macrophage
0.82450473,Macrophage
0.7364268,Macrophage
1.3407742,Macrophage
0.8508403,Macrophage
0.7507607,Macrophage
0.8182444,Dendritic cell
0.7022385,Dendritic cell
0.8774985,Macrophage
0.42127934,Macrophage
0.7500813,Macrophage
0.8572097,Dendritic cell
0.82403296,Dendritic cell
0.70945877,Macrophage
0.7916388,Dendritic cell
0.8866127,Macrophage
0.61096835,Macrophage
0.8491091,T cell
1.2226549,Macrophage
0.56909996,Macrophage
0.5781404,Dendritic cell
0.88754535,Macrophage
0.87435657,Dendritic cell
0.49145055,Macrophage
0.7056238,Macrophage
0.5590514,Macrophage
0.79394144,Dendritic cell
0.88888586,Dendritic cell
0.6110319,Macrophage
1.2022893,Macrophage
0.57253456,Macrophage
0.5296655,Dendritic cell
0.5994515,Macrophage
1.263501,T cell
0.5208618,Macrophage
1.0799917,T cell
0.84522945,Macrophage
0.99597615,Macrophage
0.51882035,Macrophage
0.6402728,Macrophage
0.7434953,Macrophage
0.6798527,Macrophage
0.62335056,Macrophage
0.5490316,Dendritic cell
1.1066315,T cell
0.4309167,Macrophage
0.4169333,Macrophage
0.8128958,Dendritic cell
0.6444478,Dendritic cell
0.8394236,Dendritic cell
0.6246192,Macrophage
0.4143586,Macrophage
0.5320968,Macrophage
0.5980358,Macrophage
0.94490224,Macrophage
0.7682843,Macrophage
0.67992055,Macrophage
0.44784543,Macrophage
0.8513253,Macrophage
0.79207325,Macrophage
0.61882854,Macrophage
1.0634118,Macrophage
0.41359013,Macrophage
0.50141126,Macrophage
0.51956105,Macrophage
0.60129136,Macrophage
0.7787106,Macrophage
0.84523004,Macrophage
0.82847685,Macrophage
0.54315776,Macrophage
0.8133259,Macrophage
1.6686169,Dendritic cell
0.8124132,Macrophage
0.575276,Macrophage
0.8243683,Macrophage
0.4333472,Macrophage
0.56181204,Dendritic cell
0.5532751,Dendritic cell
0.609543,Macrophage
0.50530773,Macrophage
0.50153255,Macrophage
0.58904606,Dendritic cell
0.71324366,Dendritic cell
0.9609382,Dendritic cell
0.7121855,Macrophage
0.4766223,Macrophage
0.5085952,Macrophage
0.56936735,Macrophage
0.8559053,Macrophage
0.52861726,Macrophage
0.49700397,Macrophage
0.56396145,Macrophage
0.90673316,Macrophage
0.73065686,Macrophage
0.41661486,Macrophage
0.6197282,Macrophage
0.917452,Macrophage
0.62208873,Dendritic cell
0.45495838,Macrophage
0.6440764,Macrophage
0.6709104,Macrophage
1.5099463,Macrophage
0.47698718,Macrophage
0.62604624,Macrophage
0.55860084,Macrophage
0.9100759,Dendritic cell
0.4900303,Macrophage
0.35589823,Macrophage
0.6746592,Macrophage
0.8472171,Dendritic cell
0.9874181,Dendritic cell
0.72590786,Macrophage
0.5672668,Macrophage
0.65948415,Macrophage
0.5273534,Macrophage
0.8481798,Macrophage
0.9212104,Macrophage
0.4571232,Macrophage
0.83625776,Dendritic cell
0.8545698,Dendritic cell
1.0312569,Macrophage
0.508596,Macrophage
0.8879094,Macrophage
0.60362047,Dendritic cell
0.8416654,Dendritic cell
0.59406817,Macrophage
0.52603966,Macrophage
0.829697,Macrophage
0.5486622,Macrophage
1.2475026,T cell
0.48159185,Macrophage
1.0155811,Dendritic cell
0.8747931,Dendritic cell
0.7314838,Macrophage
0.53859824,Macrophage
0.9885074,Dendritic cell
0.56340545,Macrophage
4.195468,B cell
0.8350881,Macrophage
0.5713471,Dendritic cell
0.7734874,Dendritic cell
0.56067723,Macrophage
0.40477744,Macrophage
0.5623326,Macrophage
0.69238293,Macrophage
0.41306522,Macrophage
0.87722296,Dendritic cell
0.82764375,Dendritic cell
0.77772254,Macrophage
0.57305807,Macrophage
0.81641257,Macrophage
0.8527453,Dendritic cell
0.49042547,Macrophage
0.5025889,Macrophage
1.6941307,Dendritic cell
1.0055321,Macrophage
0.7568378,Dendritic cell
0.7694169,Dendritic cell
0.5395052,Dendritic cell
0.7095271,Macrophage
0.43315864,Macrophage
0.56444794,Dendritic cell
0.7535704,Dendritic cell
0.93118787,Dendritic cell
0.5516203,Macrophage
0.46559086,Macrophage
0.49446917,Macrophage
1.2217991,Macrophage
0.84106076,Dendritic cell
0.48717636,Macrophage
0.6222595,Macrophage
0.63389784,Macrophage
0.5102093,Macrophage
0.47536424,Macrophage
0.85987306,Dendritic cell
0.8298707,Dendritic cell
0.6380888,Dendritic cell
0.8491238,Dendritic cell
0.76747876,Dendritic cell
0.87496054,Dendritic cell
0.82244104,Macrophage
0.47705472,Macrophage
0.8348329,Dendritic cell
0.47583902,Macrophage
0.85554075,Dendritic cell
0.89634734,Dendritic cell
0.6608285,Dendritic cell
0.87904495,Macrophage
0.40910995,Macrophage
0.7759988,Macrophage
0.64844745,Dendritic cell
0.8137048,Dendritic cell
0.76924056,Macrophage
0.47422603,Macrophage
0.7986167,Macrophage
0.79500145,Dendritic cell
0.5633477,Macrophage
0.7037673,Macrophage
0.60887015,Macrophage
0.7402175,Macrophage
0.9169916,Macrophage
0.8067365,Macrophage
0.5655283,Dendritic cell
0.97241193,Dendritic cell
0.5182604,Macrophage
0.7687582,Macrophage
0.5734019,Dendritic cell
0.8085189,Macrophage
0.7872824,Dendritic cell
0.6507028,Dendritic cell
0.59436005,Macrophage
1.1050041,Dendritic cell
0.63140583,Dendritic cell
0.61307585,Dendritic cell
0.9282715,Dendritic cell
0.7555137,Macrophage
0.5599603,Macrophage
0.5113963,Macrophage
0.5774791,Macrophage
1.6688746,T cell
0.49256033,Macrophage
0.5244467,Macrophage
0.55411893,Dendritic cell
0.65284497,Macrophage
0.45514035,Macrophage
0.89942944,Macrophage
0.6859662,Macrophage
0.5500862,Macrophage
0.45027247,Macrophage
0.9328002,Dendritic cell
0.57454264,Macrophage
0.82270706,Dendritic cell
0.48678014,Macrophage
0.68798226,Macrophage
1.1738659,Macrophage
0.74524057,Dendritic cell
0.6140504,Dendritic cell
0.547231,Macrophage
0.5823714,Macrophage
0.6082621,Macrophage
0.5991835,Dendritic cell
0.8592355,Dendritic cell
0.5061553,Macrophage
0.6695063,Macrophage
0.43368554,Macrophage
0.6209665,Macrophage
0.81674004,Dendritic cell
0.59590554,Macrophage
0.98057705,Dendritic cell
0.6407994,Macrophage
0.67238396,Macrophage
0.47396183,Macrophage
1.1902974,Dendritic cell
0.4638376,Macrophage
0.56865335,Dendritic cell
0.80516094,Dendritic cell
1.0596327,Macrophage
0.88129467,Dendritic cell
0.8551442,Dendritic cell
0.54063255,Macrophage
0.5837598,Dendritic cell
1.0642276,Dendritic cell
0.56296194,Dendritic cell
0.5577113,Macrophage
0.5945901,Macrophage
0.52873707,Macrophage
0.8184867,Macrophage
0.81138843,Dendritic cell
0.503921,Macrophage
0.5508798,Macrophage
0.48657075,Macrophage
0.77882504,Macrophage
1.1897216,Dendritic cell
1.4235028,Dendritic cell
0.5869675,Dendritic cell
0.61021465,Macrophage
0.5656727,Dendritic cell
0.76105464,Dendritic cell
0.4684358,Macrophage
0.94911116,Dendritic cell
0.9833045,Dendritic cell
0.49167567,Macrophage
0.7577897,Dendritic cell
0.7259433,Macrophage
0.8277731,Dendritic cell
0.47494653,Macrophage
0.6957835,Macrophage
1.1525524,Macrophage
1.4477234,T cell
0.7314692,Macrophage
0.75580955,Macrophage
0.936268,Dendritic cell
0.85884774,Dendritic cell
0.59296924,Dendritic cell
0.5064841,Macrophage
0.63343084,Macrophage
0.7250642,Macrophage
0.5134478,Macrophage
0.7553479,Dendritic cell
0.64999425,Macrophage
0.7300444,Macrophage
0.72385734,Dendritic cell
0.6211041,Macrophage
0.79332924,Dendritic cell
0.893294,Macrophage
0.49954012,Macrophage
0.88881433,Dendritic cell
0.6162171,Dendritic cell
0.47576803,Macrophage
0.39320505,Macrophage
0.80084443,Dendritic cell
0.48026627,Macrophage
0.41715014,Macrophage
0.6675085,Macrophage
0.5159628,Macrophage
0.71106863,Macrophage
0.5855082,Macrophage
0.4553394,Macrophage
0.6396484,Macrophage
0.5585036,Macrophage
0.6768969,Macrophage
0.45769218,Macrophage
0.92227864,Dendritic cell
0.83875394,Dendritic cell
0.61787367,Macrophage
0.4731721,Macrophage
0.7654433,Dendritic cell
0.5605287,Macrophage
0.6331081,Macrophage
0.6962668,Macrophage
0.6034855,Macrophage
0.3746433,Macrophage
0.7204414,Macrophage
0.57823104,Dendritic cell
0.9587287,T cell
2.1834953,pDC
0.5004602,Macrophage
0.88663036,Dendritic cell
0.77828926,Dendritic cell
0.9953801,Dendritic cell
0.55622673,Macrophage
0.8868117,Macrophage
0.5323275,Macrophage
4.026605,B cell
0.6396019,Macrophage
0.5093964,Macrophage
0.9254158,Dendritic cell
0.46081927,Macrophage
0.46799025,Macrophage
0.8590108,Dendritic cell
0.77020645,Dendritic cell
0.40704107,Macrophage
0.5455327,Macrophage
0.43833837,Macrophage
0.7083743,Macrophage
0.9415427,Macrophage
0.6710618,Macrophage
0.5229122,Macrophage
0.55666524,Macrophage
0.73273265,Dendritic cell
1.1035444,Macrophage
0.84771746,Dendritic cell
0.7865315,Macrophage
0.636443,Dendritic cell
0.9717485,Macrophage
0.72648746,Macrophage
3.4712398,Dendritic cell
0.60992634,Macrophage
0.50207347,Macrophage
0.6926319,Macrophage
0.6355749,Macrophage
0.5061388,Macrophage
0.8058044,Dendritic cell
0.5829751,Dendritic cell
0.8026253,Dendritic cell
0.7203056,Macrophage
0.6342979,Dendritic cell
0.7596629,Dendritic cell
0.899205,Macrophage
0.9106112,Dendritic cell
0.7205038,Macrophage
0.5843637,Dendritic cell
0.89785326,Dendritic cell
0.8527954,Macrophage
0.6197555,Dendritic cell
0.56984323,Macrophage
0.73744553,Dendritic cell
0.7825996,Macrophage
0.6505464,Dendritic cell
0.9075389,Macrophage
0.8210479,Dendritic cell
0.8565424,Macrophage
0.49589926,Macrophage
0.5771331,Macrophage
0.715922,Macrophage
0.62803614,Macrophage
0.50847167,Macrophage
0.6649323,Macrophage
0.9065539,Dendritic cell
0.8460125,Macrophage
0.57657355,Macrophage
0.51437515,Macrophage
0.75026214,Dendritic cell
0.47491765,Macrophage
0.67125446,Macrophage
0.6257027,Macrophage
0.5822409,Dendritic cell
0.6887301,Macrophage
0.56697565,Macrophage
0.7195239,Dendritic cell
0.8236196,Dendritic cell
0.68279934,Macrophage
0.7747392,Dendritic cell
0.61017555,Macrophage
0.50444806,Macrophage
0.685345,Macrophage
0.6362485,Macrophage
0.51394564,Macrophage
0.7802567,Macrophage
0.54801834,Dendritic cell
0.8317335,Dendritic cell
0.6161772,Macrophage
1.128129,T cell
0.76494205,Macrophage
0.499061,Macrophage
0.8606428,Dendritic cell
0.78934526,Dendritic cell
0.7651715,Dendritic cell
0.6930826,Dendritic cell
0.8313435,Macrophage
0.40556633,Macrophage
0.6272175,Macrophage
0.7314238,Macrophage
0.75342035,Dendritic cell
0.57811815,Macrophage
0.5315541,Macrophage
1.2427865,Macrophage
0.6029651,Macrophage
0.81694037,Dendritic cell
0.7346819,Macrophage
0.52135664,Macrophage
0.80505174,Macrophage
0.9069083,Macrophage
0.44905892,Macrophage
0.5729874,Macrophage
0.9290138,Dendritic cell
0.44328055,Macrophage
0.44700342,Macrophage
0.9124688,Macrophage
0.6971484,Macrophage
0.80943584,Dendritic cell
0.65429026,Macrophage
0.7061246,Macrophage
0.5979191,Dendritic cell
0.58998686,Macrophage
0.8148295,Macrophage
0.7264488,Macrophage
0.6243824,Macrophage
0.91043985,Dendritic cell
0.54871404,Dendritic cell
0.78897303,Macrophage
0.4915428,Macrophage
0.94187653,Macrophage
0.8372562,Dendritic cell
0.87329686,Dendritic cell
0.4493894,Macrophage
0.78885984,Dendritic cell
0.74056363,Macrophage
0.6984479,Macrophage
1.0303361,Macrophage
3.6628807,B cell
0.60839957,Macrophage
1.0017856,Macrophage
0.88676435,Dendritic cell
0.57315564,Macrophage
0.73070735,Macrophage
1.0655593,Dendritic cell
0.7344715,Macrophage
1.8742616,T cell
1.0041126,Macrophage
0.8147826,Macrophage
0.8212283,Macrophage
0.44357443,Macrophage
0.6882023,Macrophage
1.1746554,T cell
0.8714884,Macrophage
0.544176,Macrophage
0.6461173,Macrophage
0.55370677,Dendritic cell
0.5244045,Macrophage
0.5403466,Macrophage
0.8236888,Dendritic cell
1.0794586,Dendritic cell
1.0065887,Macrophage
0.53720796,Dendritic cell
0.7279877,Macrophage
0.6729076,Macrophage
0.9219572,Dendritic cell
0.6968572,Macrophage
0.8573105,Dendritic cell
0.96621263,Macrophage
1.0507528,Dendritic cell
0.6551756,Macrophage
0.67224556,Macrophage
0.9137002,Macrophage
0.7270877,Macrophage
0.5156811,Macrophage
0.83245796,Dendritic cell
0.7558653,Dendritic cell
0.5436472,Dendritic cell
0.70682657,Macrophage
0.8355871,Macrophage
0.4526573,Macrophage
0.78467375,Dendritic cell
0.4085208,Macrophage
0.5874687,Macrophage
0.57255244,Dendritic cell
0.848924,Macrophage
0.5968644,Macrophage
0.7070987,Macrophage
0.38240495,Macrophage
0.6273083,Macrophage
0.7579393,Dendritic cell
0.3942794,Macrophage
0.6302229,Dendritic cell
0.5606945,Dendritic cell
0.64840126,Dendritic cell
0.589788,Dendritic cell
0.45408413,Macrophage
0.6737659,Macrophage
0.43724325,Macrophage
0.5715868,Macrophage
0.5986682,Dendritic cell
0.84071714,Macrophage
1.3378726,Macrophage
0.63692653,Dendritic cell
0.61549926,Macrophage
0.5764414,Dendritic cell
0.5898011,Macrophage
0.4749247,Macrophage
0.44916156,Macrophage
0.6507548,Macrophage
0.557948,Dendritic cell
1.1608921,T cell
2.0496576,pDC
0.8459914,Dendritic cell
0.7675718,Macrophage
0.61198527,Macrophage
0.53458405,Macrophage
0.8180725,Dendritic cell
1.0575448,Macrophage
0.5725111,Macrophage
1.2741113,Dendritic cell
0.78191185,Macrophage
0.9453812,Macrophage
4.0270667,B cell
0.47436687,Macrophage
0.83133936,Macrophage
0.78085136,Macrophage
0.61998314,Macrophage
0.4498435,Macrophage
0.65563494,Macrophage
0.42869508,Macrophage
1.065954,Macrophage
1.1532755,Dendritic cell
1.2305616,Macrophage
1.3595893,Dendritic cell
0.68104386,Macrophage
0.50472945,Macrophage
1.2250006,Macrophage
0.6895837,Macrophage
0.47239938,Macrophage
0.55724573,Dendritic cell
0.85307956,Dendritic cell
1.0360072,Dendritic cell
0.81320995,Dendritic cell
0.6664051,Macrophage
0.7309107,Dendritic cell
0.8332404,Dendritic cell
0.60710514,Macrophage
0.46494502,Macrophage
0.9683779,Macrophage
0.72369736,Macrophage
0.465235,Macrophage
0.7361379,Macrophage
0.43648282,Macrophage
0.74974954,Macrophage
0.53814596,Macrophage
0.42681536,Macrophage
1.030939,Macrophage
0.4516311,Macrophage
0.78517723,Macrophage
0.49528754,Macrophage
0.6226333,Macrophage
0.8384956,Dendritic cell
0.7411031,Macrophage
0.9731518,Macrophage
0.84181064,Macrophage
0.72839814,Dendritic cell
2.3848472,pDC
0.75573355,Dendritic cell
1.9682039,Macrophage
0.44173324,Macrophage
1.1233511,Macrophage
0.51929116,Macrophage
0.47834396,Macrophage
0.7913807,Macrophage
0.75275487,Macrophage
0.525453,Macrophage
1.2179133,Dendritic cell
0.7939187,Dendritic cell
0.6775117,Macrophage
0.62756664,Macrophage
0.82113665,Macrophage
0.89566153,Macrophage
0.83317834,Macrophage
0.6403753,Macrophage
0.73655444,Dendritic cell
1.0464679,T cell
0.7806337,Macrophage
0.7120046,Dendritic cell
0.60367084,Dendritic cell
0.5076028,Macrophage
0.63127124,Macrophage
0.83799094,Macrophage
1.1355032,Macrophage
0.5362749,Macrophage
0.65419865,Dendritic cell
0.74934256,Dendritic cell
0.53269917,Macrophage
0.81116396,pDC
0.7885964,Macrophage
0.6062992,Dendritic cell
0.71519595,Macrophage
0.7986001,Macrophage
0.66138446,Dendritic cell
0.99979055,Dendritic cell
0.8412916,Dendritic cell
0.40732348,Macrophage
0.5192002,Macrophage
0.9816872,Macrophage
0.86531067,Macrophage
0.5039689,Macrophage
0.54409236,Dendritic cell
0.9730431,Macrophage
0.67614347,Macrophage
0.81217015,Dendritic cell
0.5690206,Dendritic cell
0.7262863,Macrophage
0.64441967,Macrophage
1.1172905,Dendritic cell
2.320106,Dendritic cell
0.6075544,Macrophage
1.064725,Macrophage
0.36868834,Macrophage
0.45326513,Macrophage
0.46312097,Macrophage
0.5409057,Macrophage
0.5392374,Dendritic cell
0.5720202,Macrophage
1.2314996,Macrophage
0.8476158,Dendritic cell
2.6594527,Dendritic cell
0.6039424,Macrophage
0.9317415,Dendritic cell
0.75827914,Macrophage
0.6220545,Macrophage
0.7633301,Macrophage
0.50234413,Macrophage
0.84135264,Dendritic cell
0.47988886,Macrophage
0.914024,Dendritic cell
0.7657729,Macrophage
0.62760174,Macrophage
0.7401895,Macrophage
1.2564933,Macrophage
0.67178845,Macrophage
0.6333648,Dendritic cell
0.7695078,Macrophage
0.858324,Macrophage
0.5994384,Macrophage
0.9678294,Macrophage
0.8468279,Dendritic cell
0.9971936,Dendritic cell
0.97201514,Macrophage
0.72162104,Dendritic cell
0.40868813,Macrophage
0.7111084,Dendritic cell
0.7422972,Dendritic cell
0.83727187,Macrophage
0.57618386,Dendritic cell
0.67793417,Macrophage
0.89920944,Dendritic cell
0.5846194,Macrophage
0.93931466,Macrophage
0.8905929,Dendritic cell
0.6396317,Macrophage
0.8390764,Dendritic cell
0.541823,Dendritic cell
0.5871984,Macrophage
0.78485405,Dendritic cell
0.7106235,Macrophage
0.48902223,Macrophage
0.56720465,Dendritic cell
0.76231235,Dendritic cell
0.53053814,Macrophage
0.9377849,Dendritic cell
0.74767166,Dendritic cell
0.80301136,Macrophage
0.71587193,Macrophage
0.7722373,Macrophage
0.69276977,Dendritic cell
0.67920685,Macrophage
0.52009535,Macrophage
0.8176304,Dendritic cell
0.51279694,Macrophage
0.7072045,Macrophage
0.51503336,Macrophage
0.66941565,Macrophage
0.6869146,Macrophage
2.5481179,Dendritic cell
0.8007827,Dendritic cell
0.79614836,Macrophage
0.6698545,Macrophage
0.7988725,Dendritic cell
1.4466581,Macrophage
0.5667622,Macrophage
0.44808617,Macrophage
0.3764722,Macrophage
1.0406529,Dendritic cell
0.87151164,Dendritic cell
0.870479,Dendritic cell
0.57109433,Macrophage
0.7957557,Macrophage
1.0420643,Dendritic cell
0.89153206,Dendritic cell
0.8422755,Dendritic cell
1.9344927,Macrophage
0.72027594,Macrophage
0.6732849,Macrophage
0.8406606,Macrophage
0.63937193,Macrophage
0.7511871,Macrophage
1.0979438,T cell
0.42158836,Macrophage
0.7389223,Dendritic cell
0.51216966,Macrophage
0.44056842,Macrophage
0.5646689,Macrophage
0.7668593,Macrophage
0.75311893,Macrophage
0.75674355,Macrophage
0.5785785,Macrophage
0.45701352,Macrophage
0.7673692,Macrophage
0.65474385,Macrophage
0.53234106,Macrophage
0.96150637,Dendritic cell
0.47540405,Macrophage
0.55316293,Dendritic cell
0.4672182,Macrophage
0.5723514,Dendritic cell
0.86977834,Dendritic cell
0.61027193,Macrophage
0.60177904,Dendritic cell
0.54458934,Macrophage
0.58206683,Macrophage
0.39509654,Macrophage
0.5796746,Macrophage
0.59650207,Macrophage
0.58466136,Macrophage
0.6065976,Dendritic cell
0.96661437,Dendritic cell
0.54472893,Macrophage
0.6076677,Macrophage
0.6104486,Macrophage
0.58516634,Macrophage
0.45706144,Macrophage
0.86017305,Dendritic cell
0.74568766,Macrophage
0.84870154,Dendritic cell
0.5836527,Macrophage
0.76676995,Dendritic cell
0.56396806,Macrophage
0.7452577,Macrophage
0.7388289,Dendritic cell
0.50829804,Macrophage
0.9609732,Dendritic cell
