pre_coherence,post_coherence,coherence_drop,coherence_ratio,celltype,is_rare,batch
0.4665488004684448,0.4561002552509308,0.010448545217514038,0.9776046038334617,gamma,0,celseq
0.5613648891448975,0.6004587411880493,-0.039093852043151855,1.0696407146209337,gamma,0,celseq
0.4786050617694855,0.456277459859848,0.02232760190963745,0.9533485880256083,gamma,0,celseq
0.5012111067771912,0.487721711397171,0.013489395380020142,0.9730863997273373,gamma,0,celseq
0.4327259361743927,0.44335368275642395,-0.01062774658203125,1.0245599944297032,gamma,0,celseq
0.47579091787338257,0.49500101804733276,-0.019210100173950195,1.0403750879899358,gamma,0,celseq
0.5682627558708191,0.6152126789093018,-0.046949923038482666,1.0826200952876728,gamma,0,celseq
0.511353611946106,0.5347804427146912,-0.023426830768585205,1.045813367151994,gamma,0,celseq
0.50392746925354,0.5127959847450256,-0.008868515491485596,1.0175987935419009,gamma,0,celseq
0.5865902304649353,0.631367027759552,-0.0447767972946167,1.0763340317807992,gamma,0,celseq
0.5915168523788452,0.6236526966094971,-0.032135844230651855,1.054327859132693,gamma,0,celseq
0.49675819277763367,0.521310567855835,-0.024552375078201294,1.0494252041237935,gamma,0,celseq
0.5135590434074402,0.494901180267334,0.0186578631401062,0.9636694877062,gamma,0,celseq
0.5724995136260986,0.6287115216255188,-0.056212007999420166,1.0981869969519877,gamma,0,celseq
0.5252662897109985,0.5582467913627625,-0.032980501651763916,1.0627881558321777,gamma,0,celseq
0.5533705949783325,0.596236526966095,-0.04286593198776245,1.077463335379143,gamma,0,celseq
0.5976194143295288,0.6594250202178955,-0.0618056058883667,1.1034196754764178,gamma,0,celseq
0.5027053356170654,0.5116085410118103,-0.008903205394744873,1.0177105846386458,gamma,0,celseq
0.7668352127075195,0.7335333228111267,0.03330188989639282,0.9565722995703191,gamma,0,celseq2
0.5858451128005981,0.5027374625205994,0.08310765027999878,0.8581405759575128,gamma,0,celseq2
0.7172558903694153,0.7230480313301086,-0.005792140960693359,1.0080754177671656,gamma,0,celseq2
0.7690742611885071,0.7401729822158813,0.028901278972625732,0.962420691432369,gamma,0,celseq2
0.6849507689476013,0.6590721607208252,0.025878608226776123,0.9622182945110968,gamma,0,celseq2
0.7332670092582703,0.7366655468940735,-0.0033985376358032227,1.0046347886825577,gamma,0,celseq2
0.6204871535301208,0.5157445073127747,0.10474264621734619,0.8311928851041691,gamma,0,celseq2
0.6822224855422974,0.6391395926475525,0.04308289289474487,0.9368492041705451,gamma,0,celseq2
0.644241988658905,0.5865371227264404,0.0577048659324646,0.9104298276916307,gamma,0,celseq2
0.6901353597640991,0.6814640760421753,0.008671283721923828,0.9874353869871443,gamma,0,celseq2
0.7149986624717712,0.6923646926879883,0.02263396978378296,0.9683440389866791,gamma,0,celseq2
0.6636381149291992,0.6234380006790161,0.040200114250183105,0.9394246452308245,gamma,0,celseq2
0.7521811127662659,0.7524001598358154,-0.00021904706954956055,1.0002912158598931,gamma,0,celseq2
0.699567973613739,0.665147066116333,0.034420907497406006,0.9507969078121189,gamma,0,celseq2
0.659466564655304,0.5621629953384399,0.09730356931686401,0.8524510952761896,gamma,0,celseq2
0.5811675786972046,0.4835090935230255,0.09765848517417908,0.8319615739868029,gamma,0,celseq2
0.63393634557724,0.5840314030647278,0.04990494251251221,0.9212776758097526,gamma,0,celseq2
0.6777995824813843,0.6588895916938782,0.018909990787506104,0.9721009111302817,gamma,0,celseq2
0.6016720533370972,0.5166978240013123,0.08497422933578491,0.8587698583231742,gamma,0,celseq2
0.6859618425369263,0.6439062356948853,0.042055606842041016,0.9386910404717197,gamma,0,celseq2
0.6833326816558838,0.6380930542945862,0.04523962736129761,0.9337956041387179,gamma,0,celseq2
0.7035773992538452,0.6549014449119568,0.04867595434188843,0.9308164895667342,gamma,0,celseq2
0.6603452563285828,0.6075130105018616,0.05283224582672119,0.9199929956028453,gamma,0,celseq2
0.6908575892448425,0.6634790897369385,0.027378499507904053,0.9603702703218029,gamma,0,celseq2
0.6932540535926819,0.679432213306427,0.013821840286254883,0.9800623736498542,gamma,0,celseq2
0.637393593788147,0.5765942335128784,0.060799360275268555,0.904612533185458,gamma,0,celseq2
0.66291743516922,0.6077092885971069,0.05520814657211304,0.9167194228976339,gamma,0,celseq2
0.6444569826126099,0.6121484041213989,0.03230857849121094,0.949866974269977,gamma,0,celseq2
0.6390135884284973,0.6035722494125366,0.03544133901596069,0.9445374250911936,gamma,0,celseq2
0.6929572820663452,0.6728748679161072,0.020082414150238037,0.9710192609703822,gamma,0,celseq2
0.6667776703834534,0.660868763923645,0.00590890645980835,0.9911381158634028,gamma,0,celseq2
0.694284200668335,0.6758922338485718,0.018391966819763184,0.9735094550588093,gamma,0,celseq2
0.7344400882720947,0.7388947010040283,-0.004454612731933594,1.0060653180607473,gamma,0,celseq2
0.6828908324241638,0.6279394030570984,0.05495142936706543,0.9195311655129477,gamma,0,celseq2
0.7247787714004517,0.6922743320465088,0.03250443935394287,0.9551526056825088,gamma,0,celseq2
0.6073674559593201,0.5422050356864929,0.06516242027282715,0.892713349005661,gamma,0,celseq2
0.6490670442581177,0.6188663840293884,0.030200660228729248,0.9534706614734252,gamma,0,celseq2
0.59619140625,0.5350646376609802,0.061126768589019775,0.8974712349956491,gamma,0,celseq2
0.6614549160003662,0.640929639339447,0.02052527666091919,0.9689695001663456,gamma,0,celseq2
0.6401800513267517,0.574762761592865,0.06541728973388672,0.8978142327329451,gamma,0,celseq2
0.6472272276878357,0.5957351922988892,0.05149203538894653,0.920442105668364,gamma,0,celseq2
0.5944017171859741,0.541882336139679,0.052519381046295166,0.91164328849026,gamma,0,celseq2
0.652203381061554,0.6009876728057861,0.05121570825576782,0.9214727955374795,gamma,0,celseq2
0.6034712195396423,0.5354740023612976,0.06799721717834473,0.8873231813271619,gamma,0,celseq2
0.597939133644104,0.5498812794685364,0.04805785417556763,0.9196275147895373,gamma,0,celseq2
0.6898193955421448,0.6576264500617981,0.03219294548034668,0.9533313419593754,gamma,0,celseq2
0.6564150452613831,0.5913046598434448,0.06511038541793823,0.9008091208634449,gamma,0,celseq2
0.7066747546195984,0.6940224766731262,0.012652277946472168,0.9820960380093345,gamma,0,celseq2
0.6173288822174072,0.5868368744850159,0.030492007732391357,0.9506065427833768,gamma,0,celseq2
0.650277853012085,0.5966881513595581,0.053589701652526855,0.9175895328369258,gamma,0,celseq2
0.7028902769088745,0.6911697387695312,0.011720538139343262,0.9833252236879886,gamma,0,celseq2
0.6546499133110046,0.6222749352455139,0.03237497806549072,0.9505461202893182,gamma,0,celseq2
0.6436121463775635,0.5728862881660461,0.07072585821151733,0.8901110573975599,gamma,0,celseq2
0.6234636306762695,0.5637732744216919,0.05969035625457764,0.9042600829982149,gamma,0,celseq2
0.59950852394104,0.5637102127075195,0.03579831123352051,0.9402872356206212,gamma,0,celseq2
0.6482931971549988,0.5859348177909851,0.06235837936401367,0.903811455005744,gamma,0,celseq2
0.605798602104187,0.564910352230072,0.04088824987411499,0.9325052092690651,gamma,0,celseq2
0.5848132371902466,0.49745994806289673,0.08735328912734985,0.8506304516172694,gamma,0,celseq2
0.6691359877586365,0.6277548670768738,0.041381120681762695,0.9381573828955538,gamma,0,celseq2
0.6835170984268188,0.6456178426742554,0.03789925575256348,0.9445525856781165,gamma,0,celseq2
0.690519392490387,0.64032381772995,0.05019557476043701,0.9273075089471353,gamma,0,celseq2
0.6717398166656494,0.632259726524353,0.03948009014129639,0.941227110315917,gamma,0,celseq2
0.6323977112770081,0.5637292861938477,0.0686684250831604,0.8914157596419863,gamma,0,celseq2
0.6143691539764404,0.5378309488296509,0.07653820514678955,0.8754198438326469,gamma,0,celseq2
0.6879657506942749,0.6509246826171875,0.0370410680770874,0.9461585579809654,gamma,0,celseq2
0.6802658438682556,0.6278494000434875,0.052416443824768066,0.9229471179580209,gamma,0,celseq2
0.6551786661148071,0.580766499042511,0.07441216707229614,0.8864246183204371,gamma,0,celseq2
0.5881850719451904,0.5177707672119141,0.07041430473327637,0.8802854610022509,gamma,0,celseq2
0.7111751437187195,0.6887203454971313,0.022454798221588135,0.9684257831282285,gamma,0,celseq2
0.6755818128585815,0.631071150302887,0.04451066255569458,0.9341150668823408,gamma,0,celseq2
0.646102249622345,0.5979433655738831,0.048158884048461914,0.9254624417781994,gamma,0,celseq2
0.6174227595329285,0.5470470190048218,0.07037574052810669,0.8860169317675544,gamma,0,celseq2
0.6125479936599731,0.5808441042900085,0.0317038893699646,0.948242603521507,gamma,0,celseq2
0.6775531768798828,0.6012058258056641,0.07634735107421875,0.8873190272300152,gamma,0,celseq2
0.6597983241081238,0.593300998210907,0.0664973258972168,0.8992156792954817,gamma,0,celseq2
0.6263948678970337,0.5923801064491272,0.034014761447906494,0.9456975732222987,gamma,0,celseq2
0.6146522760391235,0.5175203680992126,0.09713190793991089,0.8419725888500114,gamma,0,celseq2
0.6471276879310608,0.5949996113777161,0.05212807655334473,0.9194470001430414,gamma,0,celseq2
0.6825963258743286,0.6470542550086975,0.035542070865631104,0.9479310545363605,gamma,0,celseq2
0.7068925499916077,0.6726261377334595,0.03426641225814819,0.9515252887322762,gamma,0,celseq2
0.6531902551651001,0.6050270199775696,0.04816323518753052,0.9262646146254022,gamma,0,celseq2
0.6149175763130188,0.5502069592475891,0.06471061706542969,0.8947653806654418,gamma,0,celseq2
0.7097715735435486,0.6909016370773315,0.01886993646621704,0.9734140712736514,gamma,0,celseq2
0.5737139582633972,0.46850359439849854,0.10521036386489868,0.8166152969619824,gamma,0,celseq2
0.6862866282463074,0.6324817538261414,0.053804874420166016,0.921599995970116,gamma,0,celseq2
0.6268318295478821,0.5640000700950623,0.06283175945281982,0.8997629723140594,gamma,0,celseq2
0.6195709705352783,0.5192316770553589,0.10033929347991943,0.8380503634745325,gamma,0,celseq2
0.6647478938102722,0.5881541967391968,0.07659369707107544,0.8847778266252976,gamma,0,celseq2
0.5521934032440186,0.4264421761035919,0.12575122714042664,0.7722695953959882,gamma,0,celseq2
0.696306586265564,0.6625238656997681,0.0337827205657959,0.9514829800088785,gamma,0,celseq2
0.6800034046173096,0.6392253637313843,0.04077804088592529,0.9400325930590389,gamma,0,celseq2
0.6038989424705505,0.5147424340248108,0.08915650844573975,0.8523651853387911,gamma,0,celseq2
0.6281434893608093,0.5598031282424927,0.06834036111831665,0.8912026276227762,gamma,0,celseq2
0.6716476082801819,0.640903890132904,0.030743718147277832,0.9542264161023366,gamma,0,celseq2
0.6230472326278687,0.5912729501724243,0.031774282455444336,0.9490018079023836,gamma,0,celseq2
0.5582131147384644,0.4951774775981903,0.06303563714027405,0.8870760369544386,gamma,0,celseq2
0.6136500239372253,0.5587923526763916,0.05485767126083374,0.9106043035591155,gamma,0,celseq2
0.6758453845977783,0.629237174987793,0.04660820960998535,0.9310371711161072,gamma,0,celseq2
0.6029269099235535,0.5454199314117432,0.0575069785118103,0.9046203153893035,gamma,0,celseq2
0.6553938984870911,0.5841055512428284,0.0712883472442627,0.8912282408963152,gamma,0,celseq2
0.682740330696106,0.6283430457115173,0.05439728498458862,0.9203250744992222,gamma,0,celseq2
0.604680061340332,0.5070998072624207,0.09758025407791138,0.838624984819881,gamma,0,celseq2
0.635658860206604,0.5651785135269165,0.0704803466796875,0.8891223719326751,gamma,0,celseq2
0.5376783013343811,0.4571245312690735,0.08055377006530762,0.8501822188743834,gamma,0,celseq2
0.6035376787185669,0.5786942839622498,0.02484339475631714,0.9588370442603273,gamma,0,celseq2
0.6281429529190063,0.5697453618049622,0.05839759111404419,0.9070313678714882,gamma,0,celseq2
0.6575376987457275,0.5968829989433289,0.06065469980239868,0.9077547950207276,gamma,0,celseq2
0.6478762030601501,0.5872752666473389,0.06060093641281128,0.9064621664963592,gamma,0,celseq2
0.69185870885849,0.6375677585601807,0.054290950298309326,0.9215288474320358,gamma,0,celseq2
0.7089692950248718,0.7251784205436707,-0.016209125518798828,1.0228629443228994,gamma,0,celseq2
0.6292133927345276,0.5431860685348511,0.08602732419967651,0.8632779829656734,gamma,0,fluidigmc1
0.6337563395500183,0.5412174463272095,0.09253889322280884,0.8539834831656066,gamma,0,fluidigmc1
0.6708599925041199,0.6465074419975281,0.024352550506591797,0.9636995039520974,gamma,0,fluidigmc1
