NPS,CBR,NeighborDispersion,Disruption,celltype,is_rare,batch,method
1.0,0.5333333333333333,0.44022716414163787,0.0,endothelial,0,inDrop1,Harmony
1.0,0.9666666666666667,0.4679568035678605,0.0,alpha,0,inDrop1,Harmony
1.0,0.9666666666666667,0.07973604454114365,0.0,gamma,0,inDrop1,Harmony
1.0,0.3333333333333333,0.06875279606614741,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.28795500224270987,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.5,0.06442693686686668,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.07985680469429288,0.0,delta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.06070817298295339,0.0,beta,0,inDrop1,Harmony
1.0,0.8,0.08396073151146007,0.0,ductal,0,inDrop1,Harmony
1.0,0.2,0.04870360936861579,0.0,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.04147178722100396,0.0,alpha,0,inDrop1,Harmony
1.0,0.6333333333333333,0.05819789452188875,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06367221926859244,0.0,delta,0,inDrop1,Harmony
1.0,0.4,0.07333570397185506,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.08409815912594182,0.0,alpha,0,inDrop1,Harmony
1.0,0.6666666666666666,0.21402102702383624,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07691998694638531,0.0,ductal,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07345586917523902,0.0,delta,0,inDrop1,Harmony
1.0,0.5,0.04662322619125601,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.09386924431928169,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.1163563380604136,0.0,delta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.04635413058649128,0.0,alpha,0,inDrop1,Harmony
1.0,0.43333333333333335,0.07290566996573847,0.0,beta,0,inDrop1,Harmony
1.0,0.3333333333333333,0.07271603979078906,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.05430527803436923,0.0,delta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.06855946934463683,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.08027692237988157,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.10292077057349404,0.0,delta,0,inDrop1,Harmony
1.0,0.8,0.11130294830781548,0.0,ductal,0,inDrop1,Harmony
1.0,0.8333333333333334,0.09304798913930483,0.0,ductal,0,inDrop1,Harmony
1.0,0.4666666666666667,0.08253096052066854,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.05286244179063942,0.0,beta,0,inDrop1,Harmony
1.0,0.23333333333333334,0.06598268994491135,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.06629830815068946,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.6359934570090566,0.0,endothelial,0,inDrop1,Harmony
1.0,0.5333333333333333,0.058734829503707384,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.057592414528035867,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.04171579913763996,0.0,alpha,0,inDrop1,Harmony
1.0,0.5,0.04772403475752268,0.0,beta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.0546099931343122,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.05342453863825892,0.0,alpha,0,inDrop1,Harmony
1.0,0.4,0.05066640867964572,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.04751760868801264,0.0,acinar,0,inDrop1,Harmony
1.0,0.8,0.051898015884692776,0.0,delta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.09029685594254273,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.04718928862734033,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.09295272071218182,0.0,ductal,0,inDrop1,Harmony
1.0,0.8666666666666667,0.1156461358166172,0.0,ductal,0,inDrop1,Harmony
1.0,0.5333333333333333,0.04838924542106147,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.09350208916679482,0.0,alpha,0,inDrop1,Harmony
1.0,0.43333333333333335,0.05307012370047306,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.09091459219826571,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.09653477698514851,0.0,ductal,0,inDrop1,Harmony
1.0,0.8333333333333334,0.04185143653176879,0.0,alpha,0,inDrop1,Harmony
1.0,0.26666666666666666,0.20529771119393936,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.3333333333333333,0.06523717330090278,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.08204017130313056,0.0,alpha,0,inDrop1,Harmony
1.0,0.9,0.08065940086699452,0.0,ductal,0,inDrop1,Harmony
1.0,0.7,0.10658045211503689,0.0,delta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.04561220927209985,0.0,alpha,0,inDrop1,Harmony
1.0,0.8666666666666667,0.0994523426781117,0.0,gamma,0,inDrop1,Harmony
1.0,0.4666666666666667,0.05094799772531486,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.1764979577457278,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.6333333333333333,0.25086592012642245,0.0,ductal,0,inDrop1,Harmony
1.0,0.5666666666666667,0.12998250107982026,0.0,beta,0,inDrop1,Harmony
1.0,0.4,0.045291702406437914,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.15581152160205192,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.4,0.0670720217025913,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.07041927882815498,0.0,delta,0,inDrop1,Harmony
1.0,0.8,0.20618317229861952,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.5333333333333333,0.05299483025585224,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.0877921498419772,0.0,gamma,0,inDrop1,Harmony
1.0,0.4666666666666667,0.04863627397263891,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.06346108311370252,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.055544035544585924,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.08485866809669498,0.0,delta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.056898156153475564,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.054835216757025934,0.0,beta,0,inDrop1,Harmony
1.0,0.8,0.06069845693084724,0.0,alpha,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06409361887640268,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.04030208024266915,0.0,alpha,0,inDrop1,Harmony
1.0,0.8,0.08347683197147246,0.0,epsilon,1,inDrop1,Harmony
1.0,0.5666666666666667,0.13221371383201916,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.5,0.11532895253218205,0.0,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.08110085281546908,0.0,alpha,0,inDrop1,Harmony
1.0,0.7,0.20531130237160458,0.0,ductal,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07342361321258126,0.0,alpha,0,inDrop1,Harmony
1.0,0.5333333333333333,0.04988799231458931,0.0,beta,0,inDrop1,Harmony
1.0,0.4,0.058643836960045576,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.05358117264348778,0.0,delta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.08590165043168359,0.0,ductal,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06828631318342888,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.03455824438771786,0.0,alpha,0,inDrop1,Harmony
1.0,0.9333333333333333,0.07839763497757012,0.0,delta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.0644257207222676,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.11123714080282843,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.07010701096588043,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.06784746093069535,0.0,beta,0,inDrop1,Harmony
0.8888888888888888,0.7,0.06136195661254774,0.006817995179171974,beta,0,inDrop1,Harmony
1.0,0.13333333333333333,0.4217541759020665,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.9333333333333333,0.046004393730342485,0.0,alpha,0,inDrop1,Harmony
0.9230769230769231,0.5666666666666667,0.09060643449859758,0.006969725730661348,beta,0,inDrop1,Harmony
1.0,0.9,0.06493293651278444,0.0,ductal,0,inDrop1,Harmony
1.0,0.6,0.09043285199559922,0.0,delta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.11879413957922802,0.0,alpha,0,inDrop1,Harmony
1.0,0.9666666666666667,0.05209007116834067,0.0,alpha,0,inDrop1,Harmony
0.8,0.5,0.06701791208913963,0.013403582417827922,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.0644378595075824,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.05200223084185173,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.04420013395327541,0.0,delta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.053292090144397765,0.0,alpha,0,inDrop1,Harmony
1.0,0.6333333333333333,0.1190524965164404,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.0855634052167095,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.07232996954637277,0.0,beta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.06815708232901604,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.066670247093539,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.06609403848330149,0.0,delta,0,inDrop1,Harmony
1.0,0.4,0.07901870218476097,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06262833904531638,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.07181903303892227,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.042757746399916426,0.0,alpha,0,inDrop1,Harmony
1.0,0.5666666666666667,0.05576632345386497,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.05763761240368458,0.0,gamma,0,inDrop1,Harmony
1.0,0.6,0.09825726692448461,0.0,beta,0,inDrop1,Harmony
1.0,0.26666666666666666,0.341244944580775,0.0,activated_stellate,0,inDrop1,Harmony
1.0,0.6,0.10851138722545117,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.06239766767066457,0.0,alpha,0,inDrop1,Harmony
1.0,0.9333333333333333,0.07489597232694876,0.0,alpha,0,inDrop1,Harmony
1.0,0.7666666666666667,0.0907806150041748,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.05904355039991867,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.10556067743522435,0.0,delta,0,inDrop1,Harmony
1.0,0.5,0.046753667489565255,0.0,beta,0,inDrop1,Harmony
0.8333333333333334,0.6,0.030019888548631427,0.005003314758105237,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.056741596594966574,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.05563834754527335,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.07270460640948438,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.059806519115172915,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.10138972346780087,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.8333333333333334,0.08368239129622118,0.0,ductal,0,inDrop1,Harmony
1.0,0.7,0.2346283861396723,0.0,ductal,0,inDrop1,Harmony
1.0,0.5666666666666667,0.046507846786914046,0.0,delta,0,inDrop1,Harmony
1.0,0.6,0.06250561175833678,0.0,alpha,0,inDrop1,Harmony
1.0,0.6,0.07378471786166596,0.0,beta,0,inDrop1,Harmony
0.9285714285714286,0.5333333333333333,0.07773907936686283,0.005552791383347343,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.0527758057081579,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.06744161635869682,0.0,beta,0,inDrop1,Harmony
1.0,0.4,0.06384992066337328,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.07435849748827796,0.0,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.07858356573961295,0.0,gamma,0,inDrop1,Harmony
1.0,0.5333333333333333,0.058713928102121386,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.10623258317768973,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.080522583370859,0.0,gamma,0,inDrop1,Harmony
1.0,0.9333333333333333,0.07098051830296559,0.0,alpha,0,inDrop1,Harmony
1.0,0.5,0.04986473090549576,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.0417621476075926,0.0,alpha,0,inDrop1,Harmony
1.0,0.9333333333333333,0.07296928574596762,0.0,alpha,0,inDrop1,Harmony
1.0,0.6333333333333333,0.05834781991536952,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.07027578597265859,0.0,delta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.0714981941247491,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06774576489191445,0.0,beta,0,inDrop1,Harmony
0.9166666666666666,0.6,0.06669761730035965,0.0055581347750299735,beta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.06568723710046644,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.24802413325471145,0.0,endothelial,0,inDrop1,Harmony
1.0,0.26666666666666666,0.05868179180910565,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.20465608967234286,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.5666666666666667,0.0618133903737968,0.0,beta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.057754834802074266,0.0,beta,0,inDrop1,Harmony
0.0,1.0,0.060440827197225905,0.060440827197225905,alpha,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07213098716604971,0.0,ductal,0,inDrop1,Harmony
1.0,0.43333333333333335,0.07175162033572056,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.06676759201338413,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.09825250437411924,0.0,gamma,0,inDrop1,Harmony
1.0,0.36666666666666664,0.06563303179627733,0.0,alpha,0,inDrop1,Harmony
1.0,0.9666666666666667,0.07273023376669609,0.0,gamma,0,inDrop1,Harmony
1.0,0.6333333333333333,0.04536851161926097,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.06022568590475521,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.07010717742939676,0.0,alpha,0,inDrop1,Harmony
0.0,1.0,0.11491216993579494,0.11491216993579494,alpha,0,inDrop1,Harmony
0.6666666666666666,0.9,0.1743465008660224,0.05811550028867414,ductal,0,inDrop1,Harmony
1.0,0.5666666666666667,0.058188687735482414,0.0,beta,0,inDrop1,Harmony
1.0,0.9,0.08269600860597208,0.0,alpha,0,inDrop1,Harmony
1.0,0.5333333333333333,0.0554599017248027,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.08220307173854545,0.0,delta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.10693188261361161,0.0,ductal,0,inDrop1,Harmony
1.0,0.8,0.049855173397943306,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.06095232994496899,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.056470493163772555,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.04911055659399208,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.07289971721875808,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.043094662804787354,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.16242450567712127,0.0,ductal,0,inDrop1,Harmony
1.0,0.8666666666666667,0.06294070125145915,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.09582500151117805,0.0,alpha,0,inDrop1,Harmony
0.8125,0.4666666666666667,0.058796232533701635,0.011024293600069056,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.05605460057029863,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.049356063920546575,0.0,alpha,0,inDrop1,Harmony
1.0,0.8666666666666667,0.0745432795871193,0.0,acinar,0,inDrop1,Harmony
1.0,0.8,0.07673569511155649,0.0,acinar,0,inDrop1,Harmony
1.0,0.8666666666666667,0.0535114742739216,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.04433268262953856,0.0,beta,0,inDrop1,Harmony
0.9473684210526315,0.36666666666666664,0.07105242021862629,0.0037396010641382294,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.0573974279966152,0.0,alpha,0,inDrop1,Harmony
1.0,0.8666666666666667,0.04950616722747949,0.0,alpha,0,inDrop1,Harmony
1.0,0.5666666666666667,0.06654346787474036,0.0,alpha,0,inDrop1,Harmony
1.0,0.7666666666666667,0.08578112407429755,0.0,alpha,0,inDrop1,Harmony
1.0,0.6,0.06607565971702967,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.051872157875987035,0.0,alpha,0,inDrop1,Harmony
1.0,0.8,0.06455531951528937,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.07974630234920144,0.0,alpha,0,inDrop1,Harmony
1.0,0.5333333333333333,0.051158868378718775,0.0,beta,0,inDrop1,Harmony
0.9166666666666666,0.6,0.05594946323008714,0.004662455269173931,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.06083645099794924,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.06791421772313501,0.0,alpha,0,inDrop1,Harmony
1.0,0.6,0.08137214041594236,0.0,delta,0,inDrop1,Harmony
1.0,0.7,0.055217485285034534,0.0,alpha,0,inDrop1,Harmony
1.0,0.5,0.060274350322382535,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.05358380208656507,0.0,beta,0,inDrop1,Harmony
0.9166666666666666,0.6,0.07463367052532674,0.006219472543777231,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.09511271891513201,0.0,alpha,0,inDrop1,Harmony
1.0,0.9,0.09656832453811144,0.0,gamma,0,inDrop1,Harmony
1.0,0.9,0.05901812487095615,0.0,acinar,0,inDrop1,Harmony
1.0,0.6,0.07021922036799384,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.1823569082783812,0.0,ductal,0,inDrop1,Harmony
1.0,0.7333333333333333,0.08218344226605884,0.0,delta,0,inDrop1,Harmony
1.0,0.8,0.0496869248224784,0.0,beta,0,inDrop1,Harmony
1.0,0.8,0.0633781368588925,0.0,ductal,0,inDrop1,Harmony
1.0,0.8666666666666667,0.06566553545943986,0.0,gamma,0,inDrop1,Harmony
1.0,0.6333333333333333,0.0840213507319897,0.0,beta,0,inDrop1,Harmony
1.0,0.8,0.10046440847730445,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.9666666666666667,0.14100294190266835,0.0,ductal,0,inDrop1,Harmony
1.0,0.8333333333333334,0.11877160326887,0.0,delta,0,inDrop1,Harmony
1.0,0.9,0.05580243972437894,0.0,gamma,0,inDrop1,Harmony
1.0,0.4,0.05148780949037125,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.0768152667649901,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.06717408054849432,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.0773458985462389,0.0,gamma,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07809910217462067,0.0,ductal,0,inDrop1,Harmony
1.0,0.9333333333333333,0.05788436940564918,0.0,alpha,0,inDrop1,Harmony
1.0,0.9333333333333333,0.13924535275712777,0.0,acinar,0,inDrop1,Harmony
1.0,0.8333333333333334,0.0739673270230831,0.0,ductal,0,inDrop1,Harmony
1.0,0.5333333333333333,0.16959272696162817,0.0,endothelial,0,inDrop1,Harmony
1.0,0.4666666666666667,0.08391489382605229,0.0,alpha,0,inDrop1,Harmony
1.0,0.5666666666666667,0.2458952723153228,0.0,endothelial,0,inDrop1,Harmony
1.0,0.5666666666666667,0.051354219199748405,0.0,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.049465913706456276,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.10944243805967782,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.05116307353887826,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.07608762261845216,0.0,alpha,0,inDrop1,Harmony
1.0,0.6666666666666666,0.07907080078431489,0.0,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.056845355979120535,0.0,ductal,0,inDrop1,Harmony
1.0,0.6333333333333333,0.1536072487881087,0.0,ductal,0,inDrop1,Harmony
1.0,0.6333333333333333,0.04772057830287845,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.049777514057828036,0.0,beta,0,inDrop1,Harmony
1.0,0.9666666666666667,0.07826923468921596,0.0,gamma,0,inDrop1,Harmony
1.0,0.8,0.056185083319453155,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.19644057942068963,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.8666666666666667,0.11987535083402844,0.0,ductal,0,inDrop1,Harmony
0.9473684210526315,0.36666666666666664,0.06677533137568739,0.003514491125036182,beta,0,inDrop1,Harmony
1.0,0.7666666666666667,0.1635940607593849,0.0,acinar,0,inDrop1,Harmony
1.0,0.7333333333333333,0.09082724226961869,0.0,ductal,0,inDrop1,Harmony
1.0,0.6333333333333333,0.23618122297509636,0.0,endothelial,0,inDrop1,Harmony
1.0,0.9666666666666667,0.09961913526936056,0.0,acinar,0,inDrop1,Harmony
1.0,0.9,0.06875881211038935,0.0,gamma,0,inDrop1,Harmony
1.0,0.6333333333333333,0.08145465811852647,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.08845781575445824,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.1972159872906208,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.6,0.05557497222004165,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.04918324425998525,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.18868468681489908,0.0,epsilon,1,inDrop1,Harmony
1.0,0.7666666666666667,0.08544596140602635,0.0,beta,0,inDrop1,Harmony
1.0,0.43333333333333335,0.06392849669402088,0.0,alpha,0,inDrop1,Harmony
1.0,0.9,0.04244324011364228,0.0,alpha,0,inDrop1,Harmony
1.0,0.5,0.13669092448678175,0.0,delta,0,inDrop1,Harmony
1.0,0.5,0.06838490773368475,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.1669238656729427,0.0,epsilon,1,inDrop1,Harmony
1.0,0.6,0.06849800831711277,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.07679950604897828,0.0,alpha,0,inDrop1,Harmony
0.9230769230769231,0.5666666666666667,0.07745390609878247,0.005957992776829417,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.051065076961908054,0.0,beta,0,inDrop1,Harmony
1.0,0.8,0.09766407916507538,0.0,gamma,0,inDrop1,Harmony
1.0,0.8,0.21522743956222695,0.0,acinar,0,inDrop1,Harmony
1.0,0.5,0.07148967700422994,0.0,beta,0,inDrop1,Harmony
1.0,0.5,0.09890025309403884,0.0,alpha,0,inDrop1,Harmony
1.0,0.43333333333333335,0.06958575457372078,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.06781011229711564,0.0,alpha,0,inDrop1,Harmony
1.0,0.8,0.06237349202982453,0.0,ductal,0,inDrop1,Harmony
1.0,0.5666666666666667,0.07655759639321959,0.0,alpha,0,inDrop1,Harmony
1.0,0.5,0.08250159536610564,0.0,beta,0,inDrop1,Harmony
0.9166666666666666,0.6,0.04402657025984399,0.0036688808549870007,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.08121142830580753,0.0,gamma,0,inDrop1,Harmony
1.0,0.5,0.057246388774853205,0.0,beta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.06305999713897358,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.11551625912479163,0.0,delta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.05275194999452306,0.0,delta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.11253480075415018,0.0,delta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.12777770926611634,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.6333333333333333,0.08334231697170391,0.0,beta,0,inDrop1,Harmony
1.0,0.6666666666666666,0.058431514319640845,0.0,beta,0,inDrop1,Harmony
1.0,0.7,0.0824451527960307,0.0,alpha,0,inDrop1,Harmony
1.0,0.4666666666666667,0.14334968620254568,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.045848264585260444,0.0,alpha,0,inDrop1,Harmony
1.0,0.6333333333333333,0.07423668666393803,0.0,alpha,0,inDrop1,Harmony
1.0,0.6333333333333333,0.060943147407171876,0.0,beta,0,inDrop1,Harmony
1.0,0.5333333333333333,0.06389446812122739,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.07722043994847902,0.0,beta,0,inDrop1,Harmony
1.0,0.8666666666666667,0.06220303442386076,0.0,alpha,0,inDrop1,Harmony
0.9285714285714286,0.5333333333333333,0.06035610420922724,0.004311150300659087,beta,0,inDrop1,Harmony
1.0,0.5,0.07779209533352074,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.15515575113064914,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.9333333333333333,0.05054595487988176,0.0,alpha,0,inDrop1,Harmony
1.0,0.43333333333333335,0.2036192495934955,0.0,endothelial,0,inDrop1,Harmony
1.0,0.8333333333333334,0.06572620170301044,0.0,gamma,0,inDrop1,Harmony
1.0,0.5,0.06284600861842067,0.0,beta,0,inDrop1,Harmony
1.0,0.4,0.060232116824137094,0.0,beta,0,inDrop1,Harmony
1.0,0.36666666666666664,0.15183865725763385,0.0,quiescent_stellate,0,inDrop1,Harmony
1.0,0.5666666666666667,0.07216392831895162,0.0,beta,0,inDrop1,Harmony
1.0,0.4666666666666667,0.07030082198390641,0.0,alpha,0,inDrop1,Harmony
1.0,0.5333333333333333,0.0871023636823953,0.0,delta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.07123717820380222,0.0,beta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07284012403592485,0.0,acinar,0,inDrop1,Harmony
1.0,0.7666666666666667,0.05768053173918121,0.0,beta,0,inDrop1,Harmony
1.0,0.5666666666666667,0.21543709022581767,0.0,endothelial,0,inDrop1,Harmony
1.0,0.6,0.18060685707316151,0.0,endothelial,0,inDrop1,Harmony
1.0,0.7,0.05683123983721797,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.10451951824711089,0.0,beta,0,inDrop1,Harmony
1.0,0.7333333333333333,0.09932643960361896,0.0,alpha,0,inDrop1,Harmony
1.0,0.6666666666666666,0.06561248874308498,0.0,beta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.3919070757032214,0.0,mast,1,inDrop1,Harmony
1.0,0.6333333333333333,0.043780411051945446,0.0,beta,0,inDrop1,Harmony
1.0,0.9333333333333333,0.10009066775776222,0.0,alpha,0,inDrop1,Harmony
1.0,0.43333333333333335,0.6110905663864981,0.0,endothelial,0,inDrop1,Harmony
1.0,0.8,0.0732669826885002,0.0,beta,0,inDrop1,Harmony
1.0,0.6,0.07377436145601297,0.0,beta,0,inDrop1,Harmony
1.0,0.8333333333333334,0.07792938084521746,0.0,beta,0,inDrop1,Harmony
1.0,0.6333333333333333,0.29710309141822033,0.0,endothelial,0,inDrop1,Harmony
