pre_cnem,post_cnem,cnem_delta,lntec,dcr,celltype,is_rare
0.34823012351989746,0.35467612743377686,0.0064460039138793945,0.2421714418806623,0.009988788866969904,gamma,0
0.23094749450683594,0.24748951196670532,0.016542017459869385,0.4835282230447353,0.02198244107281796,gamma,0
0.3264464735984802,0.33961963653564453,0.013173162937164307,0.9061505240645981,0.019947841677268978,gamma,0
0.30244171619415283,0.30286192893981934,0.0004202127456665039,1.2105406066131732,0.000602768322532523,gamma,0
0.361438512802124,0.3725590705871582,0.01112055778503418,0.9352613292946612,0.01772367288095276,gamma,0
0.34035271406173706,0.33106011152267456,-0.0092926025390625,0.6320766801355523,-0.01389153599468375,gamma,0
0.2289469838142395,0.23206591606140137,0.0031189322471618652,0.33654853830892784,0.004061458284499382,gamma,0
0.29974299669265747,0.29493290185928345,-0.0048100948333740234,0.9612745914964799,-0.006822180252146768,gamma,0
0.2967337965965271,0.30556100606918335,0.00882720947265625,1.2513804282412253,0.01271128140816306,gamma,0
0.20394670963287354,0.20505547523498535,0.0011087656021118164,0.443411446350866,0.0013947710407082397,gamma,0
0.20541179180145264,0.20675277709960938,0.0013409852981567383,1.3843953182470297,0.0016905010940392892,gamma,0
0.31617921590805054,0.31419748067855835,-0.0019817352294921875,0.38452383953693625,-0.0028896587190332715,gamma,0
0.2890147566795349,0.30311328172683716,0.014098525047302246,0.9343858467880133,0.020230727143483833,gamma,0
0.22757047414779663,0.22160238027572632,-0.0059680938720703125,0.33364204748711246,-0.007667153291378703,gamma,0
0.2816120982170105,0.2887694835662842,0.007157385349273682,0.297396576409058,0.01006338336712908,gamma,0
0.25052767992019653,0.25714200735092163,0.006614327430725098,0.24348596393238456,0.008903892124978005,gamma,0
0.19653135538101196,0.19850599765777588,0.001974642276763916,0.34024165416077645,0.0024637018754892414,gamma,0
0.30919045209884644,0.29663383960723877,-0.012556612491607666,0.9403535080565021,-0.017852170318509532,gamma,0
0.11438220739364624,0.11993962526321411,0.005557417869567871,1.5075598459129507,0.006314814334448383,gamma,0
0.25562024116516113,0.2808378338813782,0.02521759271621704,3.6102347236954184,0.035065238279035855,gamma,0
0.1471635103225708,0.144287109375,-0.0028764009475708008,1.2406269169369084,-0.0033614089247503568,gamma,0
0.10300451517105103,0.11335313320159912,0.010348618030548096,0.5429202727606296,0.011671634354177543,gamma,0
0.18261802196502686,0.18874019384384155,0.006122171878814697,1.898540388912661,0.0075464996938801225,gamma,0
