celltype,post_cnem,cnem_delta,method
alpha,0.15358847379684448,0.022081732749938965,Harmony
alpha,0.10458099842071533,0.01066744327545166,Harmony
alpha,0.14894336462020874,0.000644683837890625,Harmony
alpha,0.18316316604614258,0.026777923107147217,Harmony
alpha,0.10678237676620483,0.010680556297302246,Harmony
alpha,0.14305835962295532,0.010296642780303955,Harmony
alpha,0.1782214641571045,0.02190697193145752,Harmony
alpha,0.166326642036438,0.012135982513427734,Harmony
alpha,0.16632473468780518,0.0233762264251709,Harmony
alpha,0.11241179704666138,0.0007333755493164062,Harmony
alpha,0.14757579565048218,0.02007216215133667,Harmony
alpha,0.13452261686325073,0.01159965991973877,Harmony
alpha,0.10570764541625977,0.005229055881500244,Harmony
alpha,0.13065636157989502,0.003918826580047607,Harmony
alpha,0.10646277666091919,0.0026041269302368164,Harmony
alpha,0.14952373504638672,0.002835214138031006,Harmony
alpha,0.11455601453781128,0.002763688564300537,Harmony
alpha,0.28164494037628174,0.10091298818588257,Harmony
alpha,0.17222553491592407,0.020079314708709717,Harmony
alpha,0.19080233573913574,0.013144195079803467,Harmony
alpha,0.25882941484451294,0.04150468111038208,Harmony
alpha,0.13800102472305298,0.0019669532775878906,Harmony
alpha,0.20184147357940674,0.04031652212142944,Harmony
alpha,0.15183782577514648,0.022704899311065674,Harmony
alpha,0.2108837366104126,0.0156097412109375,Harmony
alpha,0.22641688585281372,0.021356165409088135,Harmony
alpha,0.2717578411102295,0.01578587293624878,Harmony
alpha,0.17547810077667236,0.022205889225006104,Harmony
alpha,0.0805860161781311,0.011547446250915527,Harmony
alpha,0.11147403717041016,0.0010720491409301758,Harmony
alpha,0.19018584489822388,0.018940210342407227,Harmony
alpha,0.12356448173522949,0.0005548596382141113,Harmony
alpha,0.14160215854644775,0.011175215244293213,Harmony
alpha,0.09611016511917114,0.0009709596633911133,Harmony
alpha,0.09558117389678955,0.0012164115905761719,Harmony
alpha,0.09105473756790161,0.0006490945816040039,Harmony
alpha,0.24311691522598267,0.022522151470184326,Harmony
alpha,0.1578708291053772,0.005975186824798584,Harmony
alpha,0.11400789022445679,0.0036734938621520996,Harmony
alpha,0.11501628160476685,0.0006164312362670898,Harmony
alpha,0.14397400617599487,0.011867642402648926,Harmony
alpha,0.17811834812164307,0.01527184247970581,Harmony
alpha,0.09800392389297485,0.0029924511909484863,Harmony
alpha,0.10329759120941162,-0.0005580782890319824,Harmony
alpha,0.16035854816436768,0.011700749397277832,Harmony
alpha,0.12458765506744385,0.002150237560272217,Harmony
alpha,0.1416546106338501,0.00910937786102295,Harmony
alpha,0.1719505786895752,0.03127741813659668,Harmony
alpha,0.13520503044128418,0.006354033946990967,Harmony
alpha,0.11409866809844971,0.0037891268730163574,Harmony
alpha,0.13547366857528687,0.008532583713531494,Harmony
alpha,0.14080047607421875,0.00387418270111084,Harmony
alpha,0.14124810695648193,0.0064386725425720215,Harmony
alpha,0.1431821584701538,0.005746304988861084,Harmony
alpha,0.1314370036125183,0.0008440017700195312,Harmony
alpha,0.14790576696395874,0.008394122123718262,Harmony
alpha,0.11814045906066895,0.010091602802276611,Harmony
alpha,0.1491827368736267,0.007021069526672363,Harmony
alpha,0.12327992916107178,0.003260314464569092,Harmony
alpha,0.1489417552947998,0.01592540740966797,Harmony
alpha,0.1623479723930359,0.0185927152633667,Harmony
alpha,0.16929268836975098,0.007531940937042236,Harmony
alpha,0.21308356523513794,0.0336187481880188,Harmony
alpha,0.18100637197494507,0.025633513927459717,Harmony
alpha,0.26474446058273315,0.05854672193527222,Harmony
alpha,0.10709273815155029,0.004844784736633301,Harmony
alpha,0.11620533466339111,0.0003102421760559082,Harmony
alpha,0.1485273838043213,0.010067582130432129,Harmony
alpha,0.25003671646118164,0.025539040565490723,Harmony
alpha,0.11540299654006958,0.000307619571685791,Harmony
alpha,0.10497879981994629,0.003264904022216797,Harmony
alpha,0.13219380378723145,0.005075991153717041,Harmony
alpha,0.13260453939437866,0.014846622943878174,Harmony
alpha,0.08393239974975586,-0.00041931867599487305,Harmony
alpha,0.15771359205245972,0.010485470294952393,Harmony
alpha,0.12272310256958008,0.016899824142456055,Harmony
alpha,0.1395447850227356,0.01468735933303833,Harmony
alpha,0.13394051790237427,0.005214095115661621,Harmony
alpha,0.11855095624923706,0.009111523628234863,Harmony
alpha,0.1238822340965271,0.0045555830001831055,Harmony
alpha,0.24455899000167847,0.024404287338256836,Harmony
alpha,0.14240992069244385,0.006985306739807129,Harmony
alpha,0.13645315170288086,0.004631459712982178,Harmony
alpha,0.16103649139404297,3.230571746826172e-05,Harmony
alpha,0.1180010437965393,0.004571855068206787,Harmony
alpha,0.13925474882125854,0.01574605703353882,Harmony
alpha,0.18891608715057373,0.02871006727218628,Harmony
alpha,0.18839073181152344,0.023666858673095703,Harmony
alpha,0.15305650234222412,0.016774535179138184,Harmony
alpha,0.19620519876480103,0.0052048563957214355,Harmony
alpha,0.21815598011016846,0.037793517112731934,Harmony
alpha,0.239019513130188,0.028976500034332275,Harmony
alpha,0.14750510454177856,0.004592239856719971,Harmony
alpha,0.2445847988128662,0.0286257266998291,Harmony
alpha,0.291404664516449,0.07691389322280884,Harmony
alpha,0.2745260000228882,0.016680359840393066,Harmony
alpha,0.1407012939453125,0.006427288055419922,Harmony
alpha,0.24371814727783203,0.0159529447555542,Harmony
alpha,0.2762763500213623,0.04533201456069946,Harmony
alpha,0.16311806440353394,0.02218097448348999,Harmony
alpha,0.13535648584365845,0.01315295696258545,Harmony
alpha,0.22155392169952393,0.025868654251098633,Harmony
alpha,0.13130038976669312,0.017088115215301514,Harmony
alpha,0.12094306945800781,0.010975837707519531,Harmony
alpha,0.14611828327178955,0.016510188579559326,Harmony
alpha,0.12947386503219604,0.006001472473144531,Harmony
alpha,0.16698682308197021,0.02562117576599121,Harmony
alpha,0.1662387251853943,0.016116082668304443,Harmony
alpha,0.20240271091461182,0.03182178735733032,Harmony
alpha,0.12860846519470215,0.010715067386627197,Harmony
alpha,0.14145368337631226,0.006479918956756592,Harmony
alpha,0.13786613941192627,0.01265496015548706,Harmony
alpha,0.18900448083877563,0.02070552110671997,Harmony
alpha,0.14608407020568848,0.02230733633041382,Harmony
alpha,0.20562881231307983,0.028375089168548584,Harmony
alpha,0.15619224309921265,0.021198570728302002,Harmony
alpha,0.2122558355331421,0.031379878520965576,Harmony
alpha,0.2351062297821045,0.02312701940536499,Harmony
alpha,0.24528926610946655,0.023059368133544922,Harmony
alpha,0.21991568803787231,0.028277218341827393,Harmony
alpha,0.2193073034286499,0.021649420261383057,Harmony
alpha,0.17279928922653198,0.010973811149597168,Harmony
alpha,0.1743977665901184,0.008343517780303955,Harmony
alpha,0.19213414192199707,0.03358781337738037,Harmony
alpha,0.20734328031539917,0.02007579803466797,Harmony
alpha,0.13427138328552246,0.02532273530960083,Harmony
alpha,0.1644498109817505,0.01043403148651123,Harmony
alpha,0.12639445066452026,0.0163729190826416,Harmony
alpha,0.3057371973991394,0.05257207155227661,Harmony
alpha,0.14352941513061523,0.0049332380294799805,Harmony
alpha,0.16381335258483887,0.015730559825897217,Harmony
alpha,0.17354470491409302,0.014041423797607422,Harmony
alpha,0.21716725826263428,0.02209782600402832,Harmony
alpha,0.20555776357650757,0.03694033622741699,Harmony
alpha,0.11161452531814575,0.015207409858703613,Harmony
alpha,0.19006717205047607,0.027569711208343506,Harmony
alpha,0.22016453742980957,0.025782287120819092,Harmony
alpha,0.17247670888900757,0.006274282932281494,Harmony
alpha,0.21237516403198242,0.0156402587890625,Harmony
alpha,0.19630944728851318,0.01010817289352417,Harmony
alpha,0.19325989484786987,0.008133172988891602,Harmony
alpha,0.22571790218353271,0.01861286163330078,Harmony
alpha,0.2776873707771301,0.03588587045669556,Harmony
alpha,0.19839709997177124,0.008489906787872314,Harmony
alpha,0.18595170974731445,0.022241950035095215,Harmony
alpha,0.18450915813446045,0.005882382392883301,Harmony
alpha,0.24191933870315552,0.039421916007995605,Harmony
alpha,0.23388737440109253,0.013791978359222412,Harmony
alpha,0.19205242395401,0.015372633934020996,Harmony
alpha,0.32041388750076294,0.050885677337646484,Harmony
alpha,0.1752331256866455,0.01635652780532837,Harmony
alpha,0.16653847694396973,0.011907756328582764,Harmony
alpha,0.1587216854095459,0.035326361656188965,Harmony
alpha,0.21393358707427979,0.025386452674865723,Harmony
alpha,0.1550564169883728,0.018736302852630615,Harmony
alpha,0.16405493021011353,0.01787745952606201,Harmony
alpha,0.17607176303863525,0.022138476371765137,Harmony
alpha,0.14004331827163696,0.02143031358718872,Harmony
alpha,0.23078703880310059,0.020093262195587158,Harmony
alpha,0.27663737535476685,0.04820525646209717,Harmony
alpha,0.13574308156967163,0.00933152437210083,Harmony
alpha,0.1699020266532898,0.015696942806243896,Harmony
alpha,0.3219621777534485,0.04606807231903076,Harmony
alpha,0.17230409383773804,0.03525727987289429,Harmony
alpha,0.13073664903640747,0.011381208896636963,Harmony
alpha,0.19144809246063232,0.04375714063644409,Harmony
alpha,0.2969799041748047,0.018693923950195312,Harmony
alpha,0.19841963052749634,0.02189803123474121,Harmony
alpha,0.1867498755455017,0.0013141036033630371,Harmony
alpha,0.16366922855377197,0.015419542789459229,Harmony
alpha,0.14797019958496094,0.00877845287322998,Harmony
alpha,0.18056321144104004,0.008607685565948486,Harmony
alpha,0.2043737769126892,0.0392950177192688,Harmony
alpha,0.15595024824142456,0.006942331790924072,Harmony
alpha,0.1956930160522461,0.013369083404541016,Harmony
alpha,0.11540031433105469,0.0020803213119506836,Harmony
alpha,0.17371177673339844,0.013375937938690186,Harmony
alpha,0.1912304162979126,0.018903017044067383,Harmony
alpha,0.1588125228881836,0.00799095630645752,Harmony
alpha,0.15213853120803833,0.018785178661346436,Harmony
alpha,0.16025245189666748,0.014880836009979248,Harmony
alpha,0.18708395957946777,0.00875788927078247,Harmony
alpha,0.14000266790390015,0.010807156562805176,Harmony
alpha,0.20845049619674683,0.05678844451904297,Harmony
alpha,0.11735528707504272,0.0034196972846984863,Harmony
alpha,0.15608632564544678,0.006285130977630615,Harmony
alpha,0.12240588665008545,0.01320415735244751,Harmony
alpha,0.28260618448257446,0.07779771089553833,Harmony
alpha,0.28877949714660645,0.03042316436767578,Harmony
alpha,0.1175764799118042,-0.0008135437965393066,Harmony
alpha,0.135453462600708,0.019313812255859375,Harmony
alpha,0.2052118182182312,0.026013851165771484,Harmony
alpha,0.2583918571472168,0.02960216999053955,Harmony
alpha,0.24882590770721436,0.01573967933654785,Harmony
alpha,0.21609944105148315,0.030414283275604248,Harmony
alpha,0.24681580066680908,0.02568960189819336,Harmony
alpha,0.2073097825050354,0.014134109020233154,Harmony
alpha,0.18365472555160522,0.01929551362991333,Harmony
alpha,0.22860735654830933,0.014105498790740967,Harmony
alpha,0.29752248525619507,0.041425228118896484,Harmony
alpha,0.2216847538948059,0.012463927268981934,Harmony
alpha,0.2599049210548401,0.02110081911087036,Harmony
alpha,0.25455737113952637,0.025744974613189697,Harmony
alpha,0.2273768186569214,0.03628849983215332,Harmony
alpha,0.19742602109909058,0.00634157657623291,Harmony
alpha,0.1712859869003296,0.005137622356414795,Harmony
alpha,0.1352444291114807,0.00833749771118164,Harmony
alpha,0.19454175233840942,0.018090009689331055,Harmony
alpha,0.17907196283340454,0.02240091562271118,Harmony
alpha,0.2184353470802307,0.018640756607055664,Harmony
alpha,0.30267977714538574,0.051862478256225586,Harmony
alpha,0.19351768493652344,0.02697700262069702,Harmony
alpha,0.20396459102630615,0.031243443489074707,Harmony
alpha,0.15153133869171143,0.03658491373062134,Harmony
alpha,0.20863723754882812,0.03167521953582764,Harmony
alpha,0.23035520315170288,0.02973538637161255,Harmony
alpha,0.19605064392089844,0.05495631694793701,Harmony
alpha,0.2054310441017151,0.02526390552520752,Harmony
alpha,0.17479121685028076,0.024038732051849365,Harmony
alpha,0.18878358602523804,0.02753424644470215,Harmony
alpha,0.11088520288467407,0.006187081336975098,Harmony
alpha,0.26264244318008423,0.03443199396133423,Harmony
alpha,0.22857606410980225,0.03778338432312012,Harmony
alpha,0.25533366203308105,0.042169034481048584,Harmony
alpha,0.21713411808013916,0.007755577564239502,Harmony
alpha,0.22270041704177856,0.016753733158111572,Harmony
alpha,0.1820312738418579,0.02161729335784912,Harmony
alpha,0.2426273226737976,0.029971182346343994,Harmony
alpha,0.2159583568572998,0.023139655590057373,Harmony
alpha,0.21401607990264893,0.02030712366104126,Harmony
alpha,0.1765604019165039,0.01300138235092163,Harmony
alpha,0.14954233169555664,0.00751417875289917,Harmony
alpha,0.21455901861190796,0.024518728256225586,Harmony
alpha,0.18423259258270264,0.01438915729522705,Harmony
alpha,0.15465432405471802,0.005554795265197754,Harmony
alpha,0.2511976957321167,0.02139580249786377,Harmony
alpha,0.20357924699783325,0.008691370487213135,Harmony
alpha,0.2714923620223999,0.025294780731201172,Harmony
alpha,0.17373251914978027,0.009369194507598877,Harmony
alpha,0.20650774240493774,0.01650822162628174,Harmony
alpha,0.2559848427772522,0.02666771411895752,Harmony
alpha,0.17703837156295776,0.026776671409606934,Harmony
alpha,0.2648269534111023,0.02661842107772827,Harmony
alpha,0.2837579846382141,0.03935873508453369,Harmony
alpha,0.19818896055221558,0.021997272968292236,Harmony
alpha,0.17741167545318604,0.01125955581665039,Harmony
alpha,0.22452479600906372,0.04711759090423584,Harmony
alpha,0.16973751783370972,0.024896979331970215,Harmony
alpha,0.22039073705673218,0.024463295936584473,Harmony
alpha,0.3972930312156677,0.04340934753417969,Harmony
alpha,0.2327197790145874,0.012326419353485107,Harmony
alpha,0.23147326707839966,0.020962178707122803,Harmony
alpha,0.1799633502960205,0.0043166279792785645,Harmony
alpha,0.21595096588134766,0.0351906418800354,Harmony
alpha,0.23613202571868896,0.023149192333221436,Harmony
alpha,0.2611396312713623,0.018867969512939453,Harmony
alpha,0.21583878993988037,0.026499807834625244,Harmony
alpha,0.20529890060424805,0.02757859230041504,Harmony
alpha,0.2012903094291687,0.0086134672164917,Harmony
alpha,0.1970806121826172,0.03550988435745239,Harmony
alpha,0.19124287366867065,0.007578849792480469,Harmony
alpha,0.1996782422065735,0.019081592559814453,Harmony
alpha,0.1997881531715393,0.015642642974853516,Harmony
alpha,0.2500351071357727,0.026479601860046387,Harmony
alpha,0.17364752292633057,0.025176167488098145,Harmony
alpha,0.16933000087738037,0.013593792915344238,Harmony
alpha,0.12570029497146606,0.007744252681732178,Harmony
alpha,0.17340219020843506,0.010668694972991943,Harmony
alpha,0.2226485013961792,0.029690861701965332,Harmony
alpha,0.1910828948020935,0.01480942964553833,Harmony
alpha,0.1712290644645691,0.011264920234680176,Harmony
alpha,0.2882307171821594,0.039277493953704834,Harmony
alpha,0.1737964153289795,0.022137582302093506,Harmony
alpha,0.2803197503089905,0.0258064866065979,Harmony
alpha,0.13719475269317627,0.012599706649780273,Harmony
alpha,0.17808914184570312,0.019588351249694824,Harmony
alpha,0.18770647048950195,0.028247952461242676,Harmony
alpha,0.1638748049736023,0.025154411792755127,Harmony
alpha,0.2599756121635437,0.023424923419952393,Harmony
alpha,0.18581706285476685,0.011911571025848389,Harmony
alpha,0.19777637720108032,0.018760085105895996,Harmony
alpha,0.18801867961883545,0.03864961862564087,Harmony
alpha,0.18096882104873657,0.008217990398406982,Harmony
alpha,0.20103543996810913,0.03202420473098755,Harmony
alpha,0.2816600203514099,0.03631007671356201,Harmony
alpha,0.1479448676109314,0.011235833168029785,Harmony
alpha,0.15377861261367798,0.025241494178771973,Harmony
alpha,0.26357799768447876,0.03792661428451538,Harmony
alpha,0.14191502332687378,0.014991700649261475,Harmony
alpha,0.15623056888580322,0.022027969360351562,Harmony
alpha,0.12010550498962402,0.014937222003936768,Harmony
alpha,0.28082287311553955,0.03529489040374756,Harmony
alpha,0.11250180006027222,0.017466604709625244,Harmony
alpha,0.23433023691177368,0.03377121686935425,Harmony
alpha,0.2245756983757019,0.021420300006866455,Harmony
alpha,0.1590266227722168,-1.5497207641601562e-05,Harmony
alpha,0.1688939929008484,0.0015602707862854004,Harmony
alpha,0.16182225942611694,0.00764840841293335,Harmony
alpha,0.27150261402130127,0.05037283897399902,Harmony
alpha,0.19520723819732666,0.00016629695892333984,Harmony
alpha,0.2515643239021301,0.02961266040802002,Harmony
alpha,0.16287386417388916,0.0006306767463684082,Harmony
alpha,0.2164974808692932,0.010635137557983398,Harmony
alpha,0.24114447832107544,0.05998426675796509,Harmony
alpha,0.3083178997039795,0.03590250015258789,Harmony
alpha,0.2278740406036377,0.04187428951263428,Harmony
alpha,0.2067919373512268,0.04073053598403931,Harmony
alpha,0.1608554720878601,-0.00020360946655273438,Harmony
alpha,0.16197216510772705,0.0003173351287841797,Harmony
alpha,0.2024707794189453,0.035687804222106934,Harmony
alpha,0.1777140498161316,0.04290562868118286,Harmony
alpha,0.20196658372879028,0.05276978015899658,Harmony
alpha,0.2433481216430664,0.013549864292144775,Harmony
alpha,0.24324405193328857,0.052635908126831055,Harmony
alpha,0.19129836559295654,0.024450063705444336,Harmony
alpha,0.18690359592437744,0.012747883796691895,Harmony
alpha,0.19626444578170776,0.0017638206481933594,Harmony
alpha,0.2120533585548401,0.0027991533279418945,Harmony
alpha,0.20510995388031006,0.047855913639068604,Harmony
alpha,0.2586713433265686,0.05934363603591919,Harmony
alpha,0.16925710439682007,0.0,Harmony
alpha,0.22884029150009155,0.053430259227752686,Harmony
alpha,0.29440009593963623,0.06765347719192505,Harmony
alpha,0.2627592086791992,0.05225789546966553,Harmony
alpha,0.14025074243545532,-2.6285648345947266e-05,Harmony
alpha,0.11840987205505371,0.00015801191329956055,Harmony
alpha,0.17156052589416504,0.00022202730178833008,Harmony
alpha,0.24141746759414673,0.06454825401306152,Harmony
alpha,0.24783116579055786,0.04974919557571411,Harmony
alpha,0.3028339147567749,0.0498199462890625,Harmony
alpha,0.14645987749099731,0.029589056968688965,Harmony
alpha,0.16390645503997803,0.0,Harmony
alpha,0.2252742052078247,0.05309486389160156,Harmony
alpha,0.2282792329788208,0.042858242988586426,Harmony
alpha,0.2516005039215088,0.04674065113067627,Harmony
alpha,0.2028348445892334,0.003879725933074951,Harmony
alpha,0.14084649085998535,0.005912125110626221,Harmony
alpha,0.13099461793899536,0.00018864870071411133,Harmony
alpha,0.22284841537475586,0.05028676986694336,Harmony
alpha,0.20757341384887695,0.0049225687980651855,Harmony
alpha,0.252750039100647,0.06760722398757935,Harmony
alpha,0.2534967064857483,0.04226309061050415,Harmony
alpha,0.16406822204589844,0.01214456558227539,Harmony
alpha,0.21105223894119263,0.03443330526351929,Harmony
alpha,0.21290349960327148,0.0256727933883667,Harmony
alpha,0.2199593186378479,-5.960464477539063e-08,Harmony
alpha,0.25869613885879517,0.03580749034881592,Harmony
alpha,0.27467381954193115,0.01267319917678833,Harmony
alpha,0.1746419072151184,0.01063317060470581,Harmony
alpha,0.2124599814414978,0.03572952747344971,Harmony
alpha,0.11821717023849487,0.0,Harmony
alpha,0.2122945785522461,0.01751488447189331,Harmony
alpha,0.19764381647109985,0.031064391136169434,Harmony
alpha,0.23280960321426392,0.03610694408416748,Harmony
alpha,0.14879876375198364,0.0009624361991882324,Harmony
alpha,0.23501604795455933,0.03681981563568115,Harmony
alpha,0.2089393138885498,0.02596181631088257,Harmony
alpha,0.22046542167663574,0.026086509227752686,Harmony
alpha,0.22350293397903442,0.03051590919494629,Harmony
alpha,0.23074179887771606,0.04917711019515991,Harmony
alpha,0.2182708978652954,0.030086815357208252,Harmony
alpha,0.24084758758544922,0.07340896129608154,Harmony
alpha,0.16080838441848755,0.03378206491470337,Harmony
alpha,0.19326192140579224,0.00881892442703247,Harmony
alpha,0.23797261714935303,0.036034226417541504,Harmony
alpha,0.19449275732040405,0.04043984413146973,Harmony
alpha,0.15781211853027344,0.03472965955734253,Harmony
alpha,0.20877039432525635,0.04215270280838013,Harmony
alpha,0.22725510597229004,0.05538994073867798,Harmony
alpha,0.16322189569473267,0.046031177043914795,Harmony
alpha,0.17033904790878296,0.0,Harmony
alpha,0.15095794200897217,0.0,Harmony
alpha,0.1703782081604004,0.033381640911102295,Harmony
alpha,0.21018797159194946,0.057509005069732666,Harmony
alpha,0.14521551132202148,0.017766952514648438,Harmony
alpha,0.12087178230285645,-0.00021570920944213867,Harmony
alpha,0.20836377143859863,0.020368218421936035,Harmony
alpha,0.1317846179008484,0.0158500075340271,Harmony
alpha,0.13268256187438965,0.0,Harmony
alpha,0.2600110173225403,0.034109413623809814,Harmony
alpha,0.13640397787094116,0.011515319347381592,Harmony
alpha,0.23560082912445068,0.05400490760803223,Harmony
alpha,0.17631757259368896,5.960464477539063e-08,Harmony
alpha,0.1471465826034546,0.00280076265335083,Harmony
alpha,0.16125380992889404,0.026195943355560303,Harmony
alpha,0.1285499930381775,3.993511199951172e-06,Harmony
alpha,0.23138797283172607,0.026942551136016846,Harmony
alpha,0.146720290184021,0.0035706758499145508,Harmony
alpha,0.24589866399765015,0.03310197591781616,Harmony
alpha,0.21164119243621826,0.024605274200439453,Harmony
alpha,0.2276354432106018,0.0462568998336792,Harmony
alpha,0.12950444221496582,0.005002617835998535,Harmony
alpha,0.16746407747268677,-0.0006808638572692871,Harmony
alpha,0.1695042848587036,-0.0017763376235961914,Harmony
alpha,0.14222151041030884,0.0,Harmony
alpha,0.1373441219329834,-0.000125885009765625,Harmony
alpha,0.1871376633644104,0.04915541410446167,Harmony
alpha,0.13925111293792725,5.960464477539063e-08,Harmony
alpha,0.29741227626800537,0.07042121887207031,Harmony
alpha,0.1728665828704834,0.038279831409454346,Harmony
alpha,0.22791695594787598,0.056528449058532715,Harmony
alpha,0.16998165845870972,0.02991241216659546,Harmony
alpha,0.171983003616333,0.0012254714965820312,Harmony
alpha,0.1637398600578308,0.0,Harmony
alpha,0.24944627285003662,0.07193326950073242,Harmony
alpha,0.19834429025650024,-0.000835716724395752,Harmony
alpha,0.11063110828399658,0.005910515785217285,Harmony
alpha,0.18822485208511353,0.02192997932434082,Harmony
alpha,0.1897638440132141,0.016185224056243896,Harmony
alpha,0.19771510362625122,0.0017139315605163574,Harmony
alpha,0.1275051236152649,0.014562547206878662,Harmony
alpha,0.18350297212600708,0.02504521608352661,Harmony
alpha,0.21628350019454956,0.043155133724212646,Harmony
alpha,0.16674494743347168,0.02608013153076172,Harmony
alpha,0.25030946731567383,0.06287318468093872,Harmony
alpha,0.2514018416404724,0.08595073223114014,Harmony
alpha,0.15389496088027954,0.031303226947784424,Harmony
alpha,0.1698504090309143,-5.960464477539063e-08,Harmony
alpha,0.18447118997573853,0.048926711082458496,Harmony
alpha,0.14005810022354126,0.002020120620727539,Harmony
alpha,0.20828592777252197,0.050512492656707764,Harmony
alpha,0.2045271396636963,0.049002110958099365,Harmony
alpha,0.14155054092407227,0.0010864734649658203,Harmony
alpha,0.16047799587249756,0.04173630475997925,Harmony
alpha,0.2272968292236328,0.03992432355880737,Harmony
alpha,0.18744677305221558,0.013485372066497803,Harmony
alpha,0.16464996337890625,-0.001444399356842041,Harmony
alpha,0.24036681652069092,0.042864084243774414,Harmony
alpha,0.14909255504608154,-0.00026911497116088867,Harmony
alpha,0.15604501962661743,5.960464477539063e-08,Harmony
alpha,0.15870028734207153,-5.960464477539063e-08,Harmony
alpha,0.2350732684135437,0.05951428413391113,Harmony
alpha,0.2474581003189087,0.03463923931121826,Harmony
alpha,0.2545320987701416,0.07158052921295166,Harmony
alpha,0.117847740650177,-0.001252591609954834,Harmony
alpha,0.21741241216659546,0.0006961822509765625,Harmony
alpha,0.21215981245040894,0.03993576765060425,Harmony
alpha,0.2727184295654297,0.04825109243392944,Harmony
alpha,0.3110101819038391,0.11177998781204224,Harmony
alpha,0.20875000953674316,0.01948368549346924,Harmony
alpha,0.4554039239883423,0.1704532504081726,Harmony
alpha,0.17231053113937378,-5.608797073364258e-05,Harmony
alpha,0.1290801763534546,0.0,Harmony
alpha,0.3230224847793579,0.057582080364227295,Harmony
alpha,0.12847930192947388,0.013629674911499023,Harmony
alpha,0.1672118902206421,0.0,Harmony
alpha,0.25508570671081543,0.0008930563926696777,Harmony
alpha,0.24876916408538818,0.02586430311203003,Harmony
alpha,0.22668462991714478,0.029040932655334473,Harmony
alpha,0.19065606594085693,0.037713468074798584,Harmony
alpha,0.2031639814376831,0.0408516526222229,Harmony
alpha,0.20395267009735107,0.05598855018615723,Harmony
alpha,0.14742189645767212,0.001069188117980957,Harmony
alpha,0.1725757122039795,0.02908223867416382,Harmony
alpha,0.15326756238937378,0.03219282627105713,Harmony
alpha,0.12257117033004761,-0.0011264681816101074,Harmony
alpha,0.1211240291595459,-0.00032782554626464844,Harmony
alpha,0.2522427439689636,0.016864240169525146,Harmony
alpha,0.16496002674102783,0.030529379844665527,Harmony
alpha,0.2416483759880066,0.04299896955490112,Harmony
alpha,0.24945801496505737,0.04132276773452759,Harmony
alpha,0.23287278413772583,0.029113411903381348,Harmony
alpha,0.2622504234313965,0.006607949733734131,Harmony
alpha,0.2525004744529724,0.03845548629760742,Harmony
alpha,0.2520422339439392,0.03345942497253418,Harmony
alpha,0.2297382354736328,0.03298300504684448,Harmony
alpha,0.25285542011260986,0.0456390380859375,Harmony
alpha,0.3196033239364624,0.08723229169845581,Harmony
alpha,0.24387502670288086,0.028520166873931885,Harmony
alpha,0.3443053960800171,0.09033727645874023,Harmony
alpha,0.26883524656295776,0.09994566440582275,Harmony
alpha,0.2944866418838501,0.08359450101852417,Harmony
alpha,0.2820652723312378,0.013241946697235107,Harmony
alpha,0.15356463193893433,0.0,Harmony
alpha,0.23840224742889404,0.04293769598007202,Harmony
alpha,0.2476068139076233,0.039753496646881104,Harmony
alpha,0.2431965470314026,0.01669532060623169,Harmony
alpha,0.1629047393798828,0.0,Harmony
alpha,0.15322458744049072,0.0010564923286437988,Harmony
alpha,0.19897186756134033,0.038359880447387695,Harmony
alpha,0.20827579498291016,0.02118241786956787,Harmony
alpha,0.21956658363342285,0.0404583215713501,Harmony
alpha,0.1737614870071411,0.028538644313812256,Harmony
alpha,0.14424419403076172,0.00024449825286865234,Harmony
alpha,0.17814350128173828,0.02521514892578125,Harmony
alpha,0.17928862571716309,0.0001391768455505371,Harmony
alpha,0.18460476398468018,0.03369438648223877,Harmony
alpha,0.24052220582962036,0.059461772441864014,Harmony
alpha,0.18116992712020874,0.03371506929397583,Harmony
alpha,0.1715429425239563,5.960464477539063e-08,Harmony
alpha,0.16833281517028809,0.043328046798706055,Harmony
alpha,0.21600550413131714,0.04337751865386963,Harmony
alpha,0.1516457200050354,-5.960464477539063e-08,Harmony
alpha,0.1985219120979309,0.0012018680572509766,Harmony
alpha,0.2561070919036865,0.054883599281311035,Harmony
alpha,0.23772013187408447,0.03714674711227417,Harmony
alpha,0.16519564390182495,0.0,Harmony
alpha,0.24877363443374634,0.05799233913421631,Harmony
alpha,0.17631566524505615,0.0013231635093688965,Harmony
alpha,0.24726194143295288,0.05793493986129761,Harmony
alpha,0.14694464206695557,0.027189254760742188,Harmony
alpha,0.12731027603149414,0.004562199115753174,Harmony
alpha,0.1308252215385437,0.0055016279220581055,Harmony
alpha,0.16062062978744507,0.0,Harmony
alpha,0.17376351356506348,-0.00038230419158935547,Harmony
alpha,0.14276140928268433,0.001423180103302002,Harmony
alpha,0.23826992511749268,0.060713350772857666,Harmony
alpha,0.17458146810531616,0.006878376007080078,Harmony
alpha,0.139354407787323,0.00017762184143066406,Harmony
alpha,0.24206990003585815,0.02992182970046997,Harmony
alpha,0.19748181104660034,0.040679872035980225,Harmony
alpha,0.1754792332649231,-0.0002238750457763672,Harmony
alpha,0.15328550338745117,-0.0008568167686462402,Harmony
alpha,0.1780153512954712,0.00041872262954711914,Harmony
alpha,0.16898256540298462,-0.0010886192321777344,Harmony
alpha,0.16934096813201904,0.0011283159255981445,Harmony
