post_cnem,pre_cnem,celltype,is_rare,batch
0.3694769,0.25588286,Macrophage,0,D38
0.26862848,0.23396748,Macrophage,0,D38
0.28854185,0.25727534,Macrophage,0,D38
0.33969355,0.2309748,Macrophage,0,D38
0.3059827,0.21923459,Macrophage,0,D38
0.22280931,0.20817196,Macrophage,0,D38
0.2802571,0.19116688,Macrophage,0,D38
0.20293391,0.16898221,Macrophage,0,D38
0.2565437,0.2362054,pDC,1,D38
0.2893554,0.19401157,Macrophage,0,D38
0.25166976,0.21822953,Macrophage,0,D38
0.21337426,0.21065623,Macrophage,0,D38
0.28168285,0.19746763,Macrophage,0,D38
0.19022846,0.19329566,Macrophage,0,D38
0.17455482,0.17521477,Macrophage,0,D38
0.30625463,0.25826645,Macrophage,0,D38
0.2077887,0.20622015,pDC,1,D38
0.29706615,0.19576454,Macrophage,0,D38
0.378376,0.26823366,Macrophage,0,D38
0.1980598,0.19784743,Macrophage,0,D38
0.24126524,0.19098228,Macrophage,0,D38
0.24012297,0.22548711,Macrophage,0,D38
0.19068015,0.18034118,Macrophage,0,D38
0.2777145,0.17973387,Macrophage,0,D38
0.22297716,0.2203049,Macrophage,0,D38
0.29391593,0.30007052,pDC,1,D38
0.19218314,0.16989696,Macrophage,0,D38
0.26690996,0.21274817,Macrophage,0,D38
0.21671617,0.2165842,Macrophage,0,D38
0.29920888,0.22792464,Macrophage,0,D38
0.28263903,0.20069075,Macrophage,0,D38
0.23416668,0.20845044,Macrophage,0,D38
0.22052807,0.18526435,Macrophage,0,D38
0.228217,0.20992148,Macrophage,0,D38
0.315539,0.28276396,Macrophage,0,D38
0.22958726,0.22581291,Mast,1,D38
0.21207047,0.18197954,Macrophage,0,D38
0.2207923,0.22193968,Macrophage,0,D38
0.36039817,0.2381149,Macrophage,0,D38
0.16157031,0.1588943,Macrophage,0,D38
0.21715903,0.20681715,Macrophage,0,D38
0.35542428,0.27934182,Macrophage,0,D38
0.27747154,0.19883776,Macrophage,0,D38
0.21612418,0.17362761,Macrophage,0,D38
0.28317606,0.24129939,Macrophage,0,D38
0.3210317,0.22750914,Macrophage,0,D38
0.26613647,0.2021035,Macrophage,0,D38
0.19718182,0.19718188,Mast,1,D38
0.2219994,0.19395202,Macrophage,0,D38
0.17998177,0.18069494,Macrophage,0,D38
