post_cnem,pre_cnem,celltype,is_rare,batch
0.11945832,0.12527347,Dendritic cell,0,D100
0.12927079,0.13169515,Macrophage,0,D100
0.15441954,0.165016,Dendritic cell,0,D100
0.14153332,0.14239085,Macrophage,0,D100
0.15714407,0.16672587,Dendritic cell,0,D100
0.15220618,0.15419888,Macrophage,0,D100
0.13722527,0.14919269,Macrophage,0,D100
0.1316194,0.14218235,Macrophage,0,D100
0.14572811,0.14136243,Macrophage,0,D100
0.13105118,0.13371181,Macrophage,0,D100
0.143193,0.15396917,Macrophage,0,D100
0.17008829,0.16235292,Macrophage,0,D100
0.101511955,0.099425435,Macrophage,0,D100
0.114108026,0.11972046,Macrophage,0,D100
0.17333227,0.17757237,Dendritic cell,0,D100
0.21801698,0.22355449,Dendritic cell,0,D100
0.13896465,0.13887799,Macrophage,0,D100
0.16903114,0.15209371,Dendritic cell,0,D100
0.1156832,0.11891067,Macrophage,0,D100
0.15489209,0.1616388,Macrophage,0,D100
0.16761363,0.16773033,Macrophage,0,D100
0.1965766,0.18575597,Macrophage,0,D100
0.14278293,0.14261192,Dendritic cell,0,D100
0.17029047,0.16800272,Macrophage,0,D100
0.14822412,0.15237617,Dendritic cell,0,D100
0.11576533,0.123869956,Macrophage,0,D100
0.13048208,0.13487166,Macrophage,0,D100
0.17921877,0.1794455,Macrophage,0,D100
0.16252577,0.16406691,Macrophage,0,D100
0.16583925,0.1702311,Dendritic cell,0,D100
0.16833818,0.17014706,Macrophage,0,D100
0.15478015,0.1564815,Macrophage,0,D100
0.18868983,0.19450569,Macrophage,0,D100
0.16825432,0.164783,Dendritic cell,0,D100
0.16941977,0.1779514,Macrophage,0,D100
0.2947321,0.2985283,T cell,0,D100
0.16754484,0.1691438,Dendritic cell,0,D100
0.18586051,0.18670833,Macrophage,0,D100
0.15583646,0.15665752,Dendritic cell,0,D100
0.14233673,0.14964807,Macrophage,0,D100
0.10761762,0.108905196,Macrophage,0,D100
0.13004327,0.13092673,Dendritic cell,0,D100
0.1401369,0.14016229,Macrophage,0,D100
0.15165317,0.15506357,Macrophage,0,D100
0.19717503,0.19657576,Macrophage,0,D100
0.11939275,0.12282938,Macrophage,0,D100
0.12590826,0.13004369,Macrophage,0,D100
0.1533696,0.16194886,Macrophage,0,D100
0.20983684,0.21194232,Dendritic cell,0,D100
0.16215324,0.16174197,Dendritic cell,0,D100
0.14847046,0.15263033,Macrophage,0,D100
0.120112896,0.11827624,Macrophage,0,D100
0.17837548,0.17590523,Dendritic cell,0,D100
0.15107977,0.1556009,Macrophage,0,D100
0.17678988,0.18186307,Macrophage,0,D100
0.15081835,0.15379858,Macrophage,0,D100
0.10765028,0.1121164,Macrophage,0,D100
0.13557857,0.13766253,Macrophage,0,D100
0.13532615,0.13720608,Macrophage,0,D100
0.14051485,0.14284337,Macrophage,0,D100
0.107669294,0.1090368,Macrophage,0,D100
0.143821,0.1486746,Macrophage,0,D100
0.17259783,0.16757178,Dendritic cell,0,D100
0.17247152,0.17659253,Dendritic cell,0,D100
0.13550496,0.139727,Macrophage,0,D100
0.14777434,0.15106183,Macrophage,0,D100
0.13381475,0.13278967,Macrophage,0,D100
0.15120918,0.15872109,Macrophage,0,D100
0.124837816,0.1238054,Macrophage,0,D100
0.113012195,0.11759114,Macrophage,0,D100
0.14078009,0.14747214,Macrophage,0,D100
0.12527001,0.12680578,Dendritic cell,0,D100
0.10127473,0.10322863,Macrophage,0,D100
0.18947655,0.20046186,Macrophage,0,D100
0.1450246,0.14401442,Macrophage,0,D100
0.13926953,0.14354134,Macrophage,0,D100
0.17212945,0.16285479,Macrophage,0,D100
0.12640887,0.13156831,Macrophage,0,D100
0.120239854,0.1226598,Macrophage,0,D100
0.16070604,0.1662947,Macrophage,0,D100
0.12166643,0.1252048,Macrophage,0,D100
0.11807287,0.11858189,Macrophage,0,D100
0.12743688,0.1338377,Macrophage,0,D100
0.21700549,0.22278917,Dendritic cell,0,D100
0.17466235,0.1816634,Dendritic cell,0,D100
0.13063705,0.1295777,Macrophage,0,D100
0.12733948,0.12841046,Dendritic cell,0,D100
0.13297653,0.12625724,Macrophage,0,D100
0.18086416,0.1617254,Dendritic cell,0,D100
0.13774145,0.15102386,Macrophage,0,D100
0.18366325,0.16071188,Macrophage,0,D100
0.19592655,0.19860387,Dendritic cell,0,D100
0.20542598,0.17616928,Macrophage,0,D100
0.13565135,0.14376664,Macrophage,0,D100
0.16063583,0.16899443,Dendritic cell,0,D100
0.1782099,0.19152129,Macrophage,0,D100
0.10725081,0.11305171,Macrophage,0,D100
0.12239146,0.11880106,Dendritic cell,0,D100
0.11664057,0.11531615,Macrophage,0,D100
0.15923989,0.16488832,Macrophage,0,D100
0.1710366,0.16733885,Dendritic cell,0,D100
0.1379494,0.1424284,Macrophage,0,D100
0.14179355,0.14760816,Macrophage,0,D100
0.15489137,0.1594817,Dendritic cell,0,D100
0.19093221,0.2001788,Dendritic cell,0,D100
0.13779742,0.14508069,Macrophage,0,D100
0.1700803,0.17446983,Macrophage,0,D100
0.1557604,0.15477741,Dendritic cell,0,D100
0.15047461,0.1578325,Macrophage,0,D100
0.13049829,0.13306737,Macrophage,0,D100
0.13501072,0.14452732,Macrophage,0,D100
0.17110527,0.17176032,Macrophage,0,D100
0.14072359,0.14421266,Macrophage,0,D100
0.13015264,0.12905705,Macrophage,0,D100
